Rk,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
357.0,Jeremiah Robinson-Earl,25.0,2TM,PF,21.0,3.0,358.0,37.0,100.0,0.37,10.0,41.0,0.244,27.0,59.0,0.458,0.42,17.0,18.0,0.944,36.0,66.0,102.0,15.0,9.0,1.0,11.0,26.0,101.0,0.0,
357.0,Jeremiah Robinson-Earl,25.0,IND,PF,17.0,3.0,300.0,29.0,83.0,0.349,8.0,33.0,0.242,21.0,50.0,0.42,0.398,13.0,14.0,0.929,32.0,56.0,88.0,12.0,7.0,1.0,10.0,23.0,79.0,0.0,
357.0,Jeremiah Robinson-Earl,25.0,DAL,PF,4.0,0.0,58.0,8.0,17.0,0.471,2.0,8.0,0.25,6.0,9.0,0.667,0.529,4.0,4.0,1.0,4.0,10.0,14.0,3.0,2.0,0.0,1.0,3.0,22.0,0.0,
358.0,Terrence Shannon Jr.,25.0,MIN,SG,22.0,0.0,282.0,32.0,81.0,0.395,15.0,37.0,0.405,17.0,44.0,0.386,0.488,21.0,27.0,0.778,6.0,22.0,28.0,14.0,7.0,1.0,15.0,29.0,100.0,0.0,
359.0,Malaki Branham,22.0,WAS,SG,24.0,0.0,230.0,33.0,72.0,0.458,8.0,27.0,0.296,25.0,45.0,0.556,0.514,25.0,30.0,0.833,10.0,28.0,38.0,21.0,10.0,3.0,12.0,16.0,99.0,0.0,
360.0,Zach Collins,28.0,CHI,C,10.0,0.0,184.0,37.0,64.0,0.578,9.0,21.0,0.429,28.0,43.0,0.651,0.648,14.0,20.0,0.7,16.0,40.0,56.0,15.0,2.0,4.0,10.0,18.0,97.0,0.0,
361.0,Kelly Olynyk,34.0,SAS,C,28.0,0.0,267.0,34.0,72.0,0.472,9.0,38.0,0.237,25.0,34.0,0.735,0.535,20.0,30.0,0.667,18.0,35.0,53.0,35.0,13.0,1.0,16.0,33.0,97.0,0.0,
362.0,Olivier-Maxence Prosper,23.0,MEM,PF,20.0,0.0,226.0,31.0,64.0,0.484,7.0,22.0,0.318,24.0,42.0,0.571,0.539,26.0,28.0,0.929,12.0,33.0,45.0,15.0,4.0,1.0,12.0,16.0,95.0,0.0,
363.0,Gary Harris,31.0,MIL,SG,34.0,2.0,505.0,33.0,68.0,0.485,20.0,42.0,0.476,13.0,26.0,0.5,0.632,8.0,9.0,0.889,12.0,39.0,51.0,36.0,21.0,5.0,14.0,42.0,94.0,0.0,
364.0,Duop Reath,29.0,POR,C,32.0,0.0,258.0,33.0,74.0,0.446,23.0,55.0,0.418,10.0,19.0,0.526,0.601,5.0,6.0,0.833,10.0,28.0,38.0,10.0,5.0,8.0,7.0,28.0,94.0,0.0,
365.0,Josh Green,25.0,CHO,SG,21.0,0.0,334.0,33.0,76.0,0.434,23.0,57.0,0.404,10.0,19.0,0.526,0.586,4.0,6.0,0.667,21.0,23.0,44.0,21.0,13.0,2.0,10.0,21.0,93.0,0.0,
366.0,Caleb Martin,30.0,DAL,SF,38.0,4.0,449.0,37.0,86.0,0.43,5.0,24.0,0.208,32.0,62.0,0.516,0.459,14.0,23.0,0.609,17.0,55.0,72.0,53.0,23.0,7.0,24.0,54.0,93.0,0.0,
367.0,Dylan Cardwell,24.0,SAC,C,19.0,1.0,364.0,39.0,70.0,0.557,0.0,1.0,0.0,39.0,69.0,0.565,0.557,14.0,26.0,0.538,54.0,78.0,132.0,20.0,15.0,31.0,13.0,74.0,92.0,0.0,
368.0,Jericho Sims,27.0,MIL,C,31.0,4.0,434.0,41.0,49.0,0.837,0.0,0.0,,41.0,49.0,0.837,0.837,8.0,13.0,0.615,39.0,74.0,113.0,19.0,6.0,5.0,30.0,51.0,90.0,0.0,
369.0,Ousmane Dieng,22.0,OKC,C,22.0,0.0,243.0,33.0,74.0,0.446,17.0,39.0,0.436,16.0,35.0,0.457,0.561,6.0,6.0,1.0,6.0,29.0,35.0,20.0,1.0,7.0,6.0,19.0,89.0,0.0,
370.0,Nick Richards,28.0,PHO,C,28.0,2.0,254.0,35.0,71.0,0.493,0.0,0.0,,35.0,71.0,0.493,0.493,19.0,28.0,0.679,35.0,56.0,91.0,8.0,4.0,14.0,25.0,39.0,89.0,0.0,
371.0,Dalen Terry,23.0,CHI,SG,28.0,0.0,284.0,34.0,78.0,0.436,13.0,34.0,0.382,21.0,44.0,0.477,0.519,6.0,11.0,0.545,15.0,33.0,48.0,30.0,18.0,8.0,16.0,28.0,87.0,0.0,
372.0,Carter Bryant,20.0,SAS,PF,35.0,0.0,287.0,32.0,92.0,0.348,12.0,48.0,0.25,20.0,44.0,0.455,0.413,10.0,12.0,0.833,15.0,45.0,60.0,7.0,6.0,5.0,12.0,27.0,86.0,0.0,
373.0,Yanic Konan NiederhÃ¤user,22.0,LAC,C,24.0,0.0,211.0,33.0,51.0,0.647,0.0,2.0,0.0,33.0,49.0,0.673,0.647,20.0,31.0,0.645,20.0,32.0,52.0,8.0,2.0,11.0,12.0,28.0,86.0,0.0,
374.0,KJ Simpson,23.0,CHO,PG,14.0,2.0,223.0,31.0,89.0,0.348,12.0,39.0,0.308,19.0,50.0,0.38,0.416,10.0,16.0,0.625,5.0,24.0,29.0,35.0,15.0,0.0,24.0,14.0,84.0,0.0,
375.0,Ethan Thompson,26.0,IND,SG,19.0,5.0,305.0,29.0,81.0,0.358,16.0,56.0,0.286,13.0,25.0,0.52,0.457,10.0,15.0,0.667,11.0,24.0,35.0,26.0,10.0,5.0,12.0,37.0,84.0,0.0,
376.0,Julian Phillips,22.0,CHI,SF,30.0,2.0,291.0,32.0,75.0,0.427,14.0,44.0,0.318,18.0,31.0,0.581,0.52,5.0,6.0,0.833,20.0,20.0,40.0,7.0,15.0,6.0,6.0,32.0,83.0,0.0,
377.0,Kobe Brown,26.0,LAC,PF,28.0,0.0,262.0,26.0,72.0,0.361,10.0,43.0,0.233,16.0,29.0,0.552,0.431,18.0,22.0,0.818,17.0,32.0,49.0,24.0,7.0,2.0,11.0,14.0,80.0,0.0,
378.0,John Konchar,29.0,MEM,SG,27.0,1.0,368.0,30.0,61.0,0.492,10.0,33.0,0.303,20.0,28.0,0.714,0.574,8.0,13.0,0.615,15.0,64.0,79.0,34.0,27.0,11.0,11.0,27.0,78.0,0.0,
379.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,196.0,21.0,52.0,0.404,17.0,46.0,0.37,4.0,6.0,0.667,0.567,19.0,23.0,0.826,2.0,15.0,17.0,10.0,6.0,3.0,3.0,19.0,78.0,0.0,
380.0,Kasparas JakuÄionis,19.0,MIA,PG,19.0,3.0,275.0,21.0,67.0,0.313,18.0,42.0,0.429,3.0,25.0,0.12,0.448,14.0,16.0,0.875,13.0,25.0,38.0,34.0,9.0,0.0,15.0,30.0,74.0,0.0,
381.0,Walker Kessler,24.0,UTA,C,5.0,5.0,154.0,26.0,37.0,0.703,6.0,8.0,0.75,20.0,29.0,0.69,0.784,14.0,20.0,0.7,23.0,31.0,54.0,15.0,7.0,9.0,16.0,22.0,72.0,0.0,
382.0,Marcus Sasser,25.0,DET,PG,12.0,0.0,121.0,23.0,52.0,0.442,14.0,34.0,0.412,9.0,18.0,0.5,0.577,10.0,11.0,0.909,1.0,12.0,13.0,23.0,7.0,2.0,8.0,12.0,70.0,0.0,
383.0,Mohamed Diawara,20.0,NYK,SF,36.0,5.0,183.0,26.0,65.0,0.4,14.0,36.0,0.389,12.0,29.0,0.414,0.508,3.0,6.0,0.5,9.0,28.0,37.0,17.0,8.0,4.0,10.0,17.0,69.0,0.0,
384.0,Jae'Sean Tate,30.0,HOU,SF,26.0,0.0,208.0,29.0,58.0,0.5,7.0,19.0,0.368,22.0,39.0,0.564,0.56,4.0,5.0,0.8,19.0,20.0,39.0,14.0,5.0,3.0,7.0,31.0,69.0,0.0,
385.0,PJ Hall,23.0,2TM,C,15.0,2.0,154.0,26.0,44.0,0.591,3.0,5.0,0.6,23.0,39.0,0.59,0.625,14.0,20.0,0.7,23.0,29.0,52.0,7.0,1.0,9.0,11.0,16.0,69.0,0.0,
385.0,PJ Hall,23.0,MEM,C,7.0,0.0,27.0,5.0,9.0,0.556,1.0,3.0,0.333,4.0,6.0,0.667,0.611,2.0,3.0,0.667,3.0,6.0,9.0,2.0,0.0,2.0,1.0,3.0,13.0,0.0,
385.0,PJ Hall,23.0,CHO,C,8.0,2.0,127.0,21.0,35.0,0.6,2.0,2.0,1.0,19.0,33.0,0.576,0.629,12.0,17.0,0.706,20.0,23.0,43.0,5.0,1.0,7.0,10.0,13.0,56.0,0.0,
386.0,Larry Nance Jr.,33.0,CLE,PF,19.0,2.0,272.0,27.0,74.0,0.365,12.0,39.0,0.308,15.0,35.0,0.429,0.446,1.0,3.0,0.333,16.0,35.0,51.0,21.0,11.0,4.0,9.0,43.0,67.0,0.0,
387.0,Javon Small,23.0,MEM,PG,15.0,0.0,184.0,21.0,58.0,0.362,11.0,32.0,0.344,10.0,26.0,0.385,0.457,14.0,17.0,0.824,5.0,15.0,20.0,48.0,4.0,2.0,19.0,19.0,67.0,0.0,
388.0,Ben Saraf,19.0,BRK,SG,12.0,5.0,203.0,22.0,62.0,0.355,9.0,33.0,0.273,13.0,29.0,0.448,0.427,12.0,15.0,0.8,5.0,14.0,19.0,34.0,8.0,3.0,23.0,15.0,65.0,0.0,
389.0,RayJ Dennis,24.0,3TM,PG,15.0,0.0,177.0,22.0,73.0,0.301,12.0,39.0,0.308,10.0,34.0,0.294,0.384,8.0,9.0,0.889,8.0,15.0,23.0,30.0,4.0,4.0,15.0,17.0,64.0,0.0,
389.0,RayJ Dennis,24.0,IND,PG,13.0,0.0,168.0,22.0,72.0,0.306,12.0,38.0,0.316,10.0,34.0,0.294,0.389,8.0,9.0,0.889,8.0,13.0,21.0,26.0,3.0,4.0,14.0,16.0,64.0,0.0,
389.0,RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,
389.0,RayJ Dennis,24.0,ATL,PG,1.0,0.0,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,
390.0,Pat Connaughton,33.0,CHO,SG,21.0,0.0,147.0,22.0,45.0,0.489,11.0,27.0,0.407,11.0,18.0,0.611,0.611,8.0,13.0,0.615,5.0,23.0,28.0,13.0,5.0,1.0,3.0,5.0,63.0,0.0,
391.0,Rasheer Fleming,21.0,PHO,PF,24.0,0.0,167.0,24.0,68.0,0.353,8.0,39.0,0.205,16.0,29.0,0.552,0.412,7.0,9.0,0.778,16.0,14.0,30.0,4.0,6.0,6.0,4.0,19.0,63.0,0.0,
392.0,Yang Hansen,20.0,POR,C,26.0,1.0,217.0,20.0,70.0,0.286,5.0,32.0,0.156,15.0,38.0,0.395,0.321,15.0,16.0,0.938,11.0,33.0,44.0,19.0,2.0,8.0,23.0,31.0,60.0,0.0,
393.0,Joan Beringer,19.0,MIN,PF,19.0,0.0,128.0,27.0,38.0,0.711,0.0,0.0,,27.0,38.0,0.711,0.711,3.0,4.0,0.75,18.0,21.0,39.0,5.0,3.0,7.0,5.0,19.0,57.0,0.0,
394.0,Myron Gardner,24.0,MIA,SF,17.0,0.0,117.0,20.0,42.0,0.476,10.0,26.0,0.385,10.0,16.0,0.625,0.595,6.0,7.0,0.857,11.0,18.0,29.0,10.0,7.0,2.0,2.0,22.0,56.0,0.0,
395.0,Amir Coffey,28.0,MIL,SG,26.0,0.0,212.0,18.0,44.0,0.409,5.0,22.0,0.227,13.0,22.0,0.591,0.466,13.0,14.0,0.929,5.0,15.0,20.0,8.0,2.0,2.0,4.0,10.0,54.0,0.0,
396.0,DaRon Holmes,23.0,DEN,PF,12.0,6.0,169.0,17.0,41.0,0.415,14.0,34.0,0.412,3.0,7.0,0.429,0.585,6.0,8.0,0.75,5.0,19.0,24.0,15.0,0.0,4.0,5.0,15.0,54.0,0.0,
397.0,Lindy Waters III,28.0,SAS,SG,26.0,0.0,188.0,19.0,54.0,0.352,15.0,47.0,0.319,4.0,7.0,0.571,0.491,1.0,1.0,1.0,2.0,19.0,21.0,11.0,4.0,0.0,3.0,17.0,54.0,0.0,
398.0,Jamir Watkins,24.0,WAS,SG,18.0,2.0,246.0,18.0,39.0,0.462,6.0,23.0,0.261,12.0,16.0,0.75,0.538,12.0,16.0,0.75,11.0,42.0,53.0,9.0,8.0,5.0,8.0,40.0,54.0,0.0,
399.0,Chaz Lanier,24.0,DET,SG,16.0,0.0,153.0,17.0,48.0,0.354,14.0,41.0,0.341,3.0,7.0,0.429,0.5,5.0,5.0,1.0,6.0,9.0,15.0,12.0,5.0,0.0,1.0,5.0,53.0,0.0,
400.0,Chris Youngblood,23.0,OKC,SG,29.0,0.0,144.0,16.0,46.0,0.348,14.0,41.0,0.341,2.0,5.0,0.4,0.5,7.0,7.0,1.0,6.0,18.0,24.0,7.0,3.0,1.0,1.0,19.0,53.0,0.0,
401.0,Keshad Johnson,24.0,MIA,SF,18.0,0.0,142.0,19.0,51.0,0.373,5.0,20.0,0.25,14.0,31.0,0.452,0.422,9.0,13.0,0.692,13.0,22.0,35.0,1.0,5.0,4.0,6.0,13.0,52.0,0.0,
402.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,121.0,18.0,48.0,0.375,7.0,19.0,0.368,11.0,29.0,0.379,0.448,6.0,8.0,0.75,2.0,3.0,5.0,10.0,3.0,0.0,9.0,14.0,49.0,0.0,
403.0,A.J. Lawson,25.0,TOR,SG,11.0,0.0,106.0,16.0,41.0,0.39,8.0,22.0,0.364,8.0,19.0,0.421,0.488,9.0,9.0,1.0,7.0,15.0,22.0,3.0,4.0,3.0,4.0,15.0,49.0,0.0,
404.0,Taurean Prince,31.0,MIL,SF,8.0,0.0,169.0,17.0,38.0,0.447,12.0,28.0,0.429,5.0,10.0,0.5,0.605,3.0,3.0,1.0,0.0,13.0,13.0,8.0,6.0,2.0,5.0,20.0,49.0,0.0,
405.0,Jamal Cain,26.0,ORL,SF,18.0,0.0,126.0,14.0,37.0,0.378,5.0,18.0,0.278,9.0,19.0,0.474,0.446,15.0,18.0,0.833,7.0,6.0,13.0,5.0,4.0,1.0,6.0,22.0,48.0,0.0,
406.0,Jalen Green,23.0,PHO,SG,4.0,2.0,54.0,16.0,37.0,0.432,8.0,19.0,0.421,8.0,18.0,0.444,0.541,7.0,9.0,0.778,2.0,5.0,7.0,8.0,2.0,0.0,5.0,3.0,47.0,0.0,
407.0,Ariel Hukporti,23.0,NYK,C,29.0,4.0,263.0,17.0,33.0,0.515,0.0,1.0,0.0,17.0,32.0,0.531,0.515,13.0,20.0,0.65,30.0,50.0,80.0,17.0,5.0,17.0,15.0,36.0,47.0,0.0,
408.0,Isaiah Livers,27.0,PHO,PF,23.0,0.0,234.0,16.0,43.0,0.372,10.0,31.0,0.323,6.0,12.0,0.5,0.488,5.0,6.0,0.833,13.0,30.0,43.0,15.0,10.0,6.0,10.0,23.0,47.0,0.0,
409.0,Chris Paul,40.0,LAC,PG,16.0,0.0,228.0,18.0,56.0,0.321,10.0,30.0,0.333,8.0,26.0,0.308,0.411,1.0,2.0,0.5,6.0,22.0,28.0,53.0,11.0,0.0,16.0,23.0,47.0,0.0,
410.0,Kevon Looney,29.0,NOP,C,17.0,6.0,237.0,20.0,47.0,0.426,1.0,9.0,0.111,19.0,38.0,0.5,0.436,5.0,8.0,0.625,39.0,48.0,87.0,25.0,6.0,8.0,8.0,30.0,46.0,0.0,
411.0,Leonard Miller,22.0,MIN,SF,17.0,0.0,86.0,18.0,32.0,0.563,1.0,11.0,0.091,17.0,21.0,0.81,0.578,7.0,11.0,0.636,6.0,17.0,23.0,5.0,4.0,0.0,7.0,11.0,44.0,0.0,
412.0,Obi Toppin,27.0,IND,PF,3.0,0.0,82.0,15.0,36.0,0.417,3.0,17.0,0.176,12.0,19.0,0.632,0.458,9.0,9.0,1.0,3.0,17.0,20.0,5.0,3.0,0.0,6.0,7.0,42.0,0.0,
413.0,Dorian Finney-Smith,32.0,HOU,PF,13.0,0.0,201.0,14.0,44.0,0.318,10.0,35.0,0.286,4.0,9.0,0.444,0.432,3.0,3.0,1.0,13.0,22.0,35.0,7.0,3.0,2.0,7.0,22.0,41.0,0.0,
414.0,Maxi Kleber,34.0,LAL,PF,20.0,1.0,230.0,13.0,40.0,0.325,4.0,17.0,0.235,9.0,23.0,0.391,0.375,11.0,14.0,0.786,14.0,23.0,37.0,14.0,6.0,5.0,7.0,31.0,41.0,0.0,
415.0,Jordan McLaughlin,29.0,SAS,PG,19.0,0.0,116.0,15.0,35.0,0.429,7.0,19.0,0.368,8.0,16.0,0.5,0.529,4.0,5.0,0.8,4.0,10.0,14.0,15.0,10.0,0.0,8.0,8.0,41.0,0.0,
416.0,Pete Nance,25.0,MIL,PF,14.0,0.0,104.0,16.0,29.0,0.552,9.0,18.0,0.5,7.0,11.0,0.636,0.707,0.0,0.0,,5.0,13.0,18.0,5.0,5.0,3.0,6.0,4.0,41.0,0.0,
417.0,Hunter Tyson,25.0,DEN,PF,18.0,2.0,144.0,13.0,50.0,0.26,6.0,31.0,0.194,7.0,19.0,0.368,0.32,9.0,11.0,0.818,4.0,27.0,31.0,15.0,2.0,1.0,4.0,12.0,41.0,0.0,
418.0,JD Davison,23.0,HOU,PG,20.0,0.0,143.0,14.0,39.0,0.359,6.0,21.0,0.286,8.0,18.0,0.444,0.436,5.0,9.0,0.556,2.0,13.0,15.0,20.0,5.0,4.0,5.0,11.0,39.0,0.0,
419.0,AJ Johnson,21.0,WAS,SG,23.0,0.0,163.0,16.0,62.0,0.258,4.0,19.0,0.211,12.0,43.0,0.279,0.29,3.0,4.0,0.75,7.0,19.0,26.0,14.0,5.0,0.0,11.0,9.0,39.0,0.0,
420.0,Devin Carter,23.0,SAC,PG,12.0,0.0,101.0,13.0,38.0,0.342,5.0,20.0,0.25,8.0,18.0,0.444,0.408,7.0,7.0,1.0,5.0,9.0,14.0,13.0,6.0,2.0,8.0,10.0,38.0,0.0,
421.0,Taelon Peter,23.0,IND,SG,22.0,0.0,139.0,12.0,40.0,0.3,10.0,37.0,0.27,2.0,3.0,0.667,0.425,4.0,6.0,0.667,6.0,17.0,23.0,16.0,6.0,2.0,10.0,9.0,38.0,0.0,
422.0,Drew Timme,25.0,LAL,PF,10.0,0.0,83.0,16.0,26.0,0.615,5.0,9.0,0.556,11.0,17.0,0.647,0.712,0.0,1.0,0.0,4.0,9.0,13.0,10.0,3.0,0.0,3.0,8.0,37.0,0.0,
423.0,Johnny Juzang,24.0,MIN,SG,17.0,0.0,67.0,14.0,32.0,0.438,5.0,20.0,0.25,9.0,12.0,0.75,0.516,3.0,4.0,0.75,5.0,9.0,14.0,6.0,2.0,0.0,3.0,3.0,36.0,0.0,
424.0,Blake Wesley,22.0,POR,SG,6.0,0.0,98.0,14.0,34.0,0.412,2.0,10.0,0.2,12.0,24.0,0.5,0.441,6.0,10.0,0.6,2.0,12.0,14.0,19.0,10.0,1.0,7.0,14.0,36.0,0.0,
425.0,Christian Koloko,25.0,3TM,C,15.0,2.0,224.0,17.0,40.0,0.425,1.0,2.0,0.5,16.0,38.0,0.421,0.438,1.0,4.0,0.25,19.0,28.0,47.0,10.0,11.0,16.0,10.0,26.0,36.0,0.0,
425.0,Christian Koloko,25.0,LAL,C,2.0,0.0,6.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,
425.0,Christian Koloko,25.0,MEM,C,11.0,2.0,195.0,14.0,35.0,0.4,0.0,1.0,0.0,14.0,34.0,0.412,0.4,1.0,4.0,0.25,19.0,25.0,44.0,10.0,10.0,13.0,7.0,20.0,29.0,0.0,
425.0,Christian Koloko,25.0,ATL,C,2.0,0.0,23.0,3.0,5.0,0.6,1.0,1.0,1.0,2.0,4.0,0.5,0.7,0.0,0.0,,0.0,2.0,2.0,0.0,1.0,3.0,3.0,5.0,7.0,0.0,
426.0,Bronny James,21.0,LAL,SG,24.0,1.0,165.0,13.0,40.0,0.325,7.0,21.0,0.333,6.0,19.0,0.316,0.413,2.0,2.0,1.0,4.0,6.0,10.0,26.0,9.0,1.0,12.0,13.0,35.0,0.0,
427.0,Andre Jackson Jr.,24.0,MIL,SG,19.0,0.0,127.0,10.0,34.0,0.294,5.0,22.0,0.227,5.0,12.0,0.417,0.368,9.0,10.0,0.9,5.0,10.0,15.0,20.0,5.0,2.0,8.0,19.0,34.0,0.0,
428.0,Eric Gordon,37.0,PHI,SG,6.0,0.0,74.0,12.0,21.0,0.571,8.0,14.0,0.571,4.0,7.0,0.571,0.762,1.0,2.0,0.5,1.0,1.0,2.0,3.0,4.0,1.0,3.0,3.0,33.0,0.0,
429.0,Nigel Hayes-Davis,31.0,PHO,SF,23.0,0.0,180.0,15.0,43.0,0.349,2.0,15.0,0.133,13.0,28.0,0.464,0.372,1.0,2.0,0.5,11.0,18.0,29.0,7.0,7.0,1.0,7.0,15.0,33.0,0.0,
430.0,Jeff Green,39.0,HOU,PF,15.0,0.0,66.0,12.0,25.0,0.48,8.0,17.0,0.471,4.0,8.0,0.5,0.64,0.0,0.0,,1.0,7.0,8.0,2.0,0.0,1.0,1.0,5.0,32.0,0.0,
431.0,David Jones GarcÃ­a,24.0,SAS,SF,11.0,0.0,68.0,13.0,25.0,0.52,3.0,5.0,0.6,10.0,20.0,0.5,0.58,3.0,6.0,0.5,4.0,9.0,13.0,18.0,6.0,1.0,5.0,6.0,32.0,0.0,
432.0,Anthony Gill,33.0,WAS,PF,20.0,0.0,84.0,12.0,18.0,0.667,3.0,6.0,0.5,9.0,12.0,0.75,0.75,4.0,4.0,1.0,6.0,13.0,19.0,0.0,1.0,3.0,5.0,5.0,31.0,0.0,
433.0,Xavier Tillman Sr.,27.0,BOS,C,13.0,1.0,110.0,14.0,30.0,0.467,3.0,14.0,0.214,11.0,16.0,0.688,0.517,0.0,0.0,,10.0,15.0,25.0,5.0,6.0,2.0,5.0,9.0,31.0,0.0,
434.0,Dereck Lively II,21.0,DAL,C,7.0,4.0,115.0,11.0,18.0,0.611,0.0,0.0,,11.0,18.0,0.611,0.611,8.0,10.0,0.8,14.0,23.0,37.0,13.0,4.0,11.0,10.0,21.0,30.0,0.0,
435.0,Alijah Martin,24.0,TOR,SG,10.0,0.0,88.0,9.0,26.0,0.346,2.0,11.0,0.182,7.0,15.0,0.467,0.385,10.0,12.0,0.833,6.0,6.0,12.0,8.0,5.0,3.0,3.0,9.0,30.0,0.0,
436.0,Jonathan Mogbo,24.0,TOR,PF,20.0,0.0,136.0,14.0,27.0,0.519,0.0,0.0,,14.0,27.0,0.519,0.519,2.0,5.0,0.4,12.0,25.0,37.0,10.0,2.0,4.0,5.0,13.0,30.0,0.0,
437.0,Brooks Barnhizer,23.0,OKC,SG,23.0,0.0,179.0,12.0,27.0,0.444,1.0,6.0,0.167,11.0,21.0,0.524,0.463,4.0,6.0,0.667,7.0,34.0,41.0,9.0,5.0,2.0,4.0,14.0,29.0,0.0,
438.0,Miles Kelly,23.0,DAL,PG,9.0,0.0,77.0,11.0,28.0,0.393,7.0,22.0,0.318,4.0,6.0,0.667,0.518,0.0,0.0,,4.0,8.0,12.0,5.0,2.0,0.0,3.0,8.0,29.0,0.0,
439.0,Moritz Wagner,28.0,ORL,C,3.0,0.0,39.0,10.0,17.0,0.588,3.0,7.0,0.429,7.0,10.0,0.7,0.676,6.0,6.0,1.0,0.0,7.0,7.0,3.0,2.0,0.0,3.0,5.0,29.0,0.0,
440.0,Kevin McCullar Jr.,24.0,NYK,SF,12.0,0.0,87.0,10.0,23.0,0.435,6.0,14.0,0.429,4.0,9.0,0.444,0.565,2.0,5.0,0.4,8.0,12.0,20.0,15.0,4.0,0.0,8.0,14.0,28.0,0.0,
441.0,Luke Travers,24.0,CLE,SG,12.0,0.0,103.0,9.0,36.0,0.25,1.0,16.0,0.063,8.0,20.0,0.4,0.264,9.0,9.0,1.0,9.0,15.0,24.0,9.0,7.0,4.0,3.0,6.0,28.0,0.0,
442.0,Mason Plumlee,35.0,CHO,C,14.0,2.0,125.0,9.0,12.0,0.75,0.0,0.0,,9.0,12.0,0.75,0.75,8.0,12.0,0.667,10.0,30.0,40.0,16.0,6.0,0.0,9.0,10.0,26.0,0.0,
443.0,Tolu Smith,25.0,DET,PF,5.0,0.0,55.0,7.0,15.0,0.467,0.0,0.0,,7.0,15.0,0.467,0.467,12.0,15.0,0.8,10.0,18.0,28.0,4.0,2.0,5.0,4.0,7.0,26.0,0.0,
444.0,Grant Williams,27.0,CHO,PF,5.0,0.0,84.0,8.0,25.0,0.32,5.0,21.0,0.238,3.0,4.0,0.75,0.42,5.0,6.0,0.833,4.0,14.0,18.0,6.0,4.0,2.0,2.0,5.0,26.0,0.0,
445.0,Doug McDermott,34.0,SAC,SF,7.0,0.0,70.0,8.0,23.0,0.348,8.0,23.0,0.348,0.0,0.0,,0.522,0.0,0.0,,0.0,5.0,5.0,2.0,0.0,1.0,3.0,5.0,24.0,0.0,
446.0,Caleb Houstan,23.0,ATL,SF,10.0,0.0,49.0,7.0,15.0,0.467,6.0,12.0,0.5,1.0,3.0,0.333,0.667,3.0,3.0,1.0,4.0,1.0,5.0,2.0,1.0,1.0,4.0,6.0,23.0,0.0,
447.0,Khaman Maluach,19.0,PHO,C,18.0,0.0,84.0,8.0,20.0,0.4,0.0,5.0,0.0,8.0,15.0,0.533,0.4,7.0,8.0,0.875,5.0,13.0,18.0,3.0,1.0,7.0,9.0,15.0,23.0,0.0,
448.0,Thanasis Antetokounmpo,33.0,MIL,SF,14.0,0.0,43.0,8.0,14.0,0.571,0.0,1.0,0.0,8.0,13.0,0.615,0.571,6.0,9.0,0.667,3.0,3.0,6.0,1.0,6.0,3.0,3.0,8.0,22.0,0.0,
449.0,Mark Sears,23.0,MIL,PG,7.0,0.0,26.0,6.0,13.0,0.462,4.0,8.0,0.5,2.0,5.0,0.4,0.615,6.0,8.0,0.75,1.0,1.0,2.0,2.0,0.0,0.0,4.0,4.0,22.0,0.0,
450.0,Kam Jones,23.0,IND,SG,12.0,0.0,87.0,10.0,28.0,0.357,1.0,10.0,0.1,9.0,18.0,0.5,0.375,0.0,2.0,0.0,3.0,6.0,9.0,11.0,3.0,0.0,3.0,4.0,21.0,0.0,
451.0,Antonio Reeves,25.0,CHO,SG,7.0,0.0,56.0,8.0,16.0,0.5,5.0,10.0,0.5,3.0,6.0,0.5,0.656,0.0,0.0,,1.0,4.0,5.0,2.0,1.0,0.0,0.0,3.0,21.0,0.0,
452.0,Adou Thiero,21.0,LAL,SF,15.0,0.0,87.0,7.0,18.0,0.389,0.0,1.0,0.0,7.0,17.0,0.412,0.389,6.0,8.0,0.75,7.0,11.0,18.0,5.0,5.0,1.0,4.0,15.0,20.0,0.0,
453.0,Matisse Thybulle,28.0,POR,SG,4.0,0.0,49.0,6.0,10.0,0.6,4.0,6.0,0.667,2.0,4.0,0.5,0.8,4.0,4.0,1.0,0.0,4.0,4.0,3.0,10.0,0.0,1.0,7.0,20.0,0.0,
454.0,Mac McClung,27.0,IND,SG,3.0,0.0,34.0,7.0,18.0,0.389,2.0,10.0,0.2,5.0,8.0,0.625,0.444,3.0,4.0,0.75,0.0,4.0,4.0,1.0,5.0,1.0,2.0,6.0,19.0,0.0,
