Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
492.0,Jacob Toppin,25.0,ATL,SF,5.0,0.0,17.0,15.0,0.667,0.0,0.0,0.0,6.5,3.2,8.9,0.0,5.4,0.0,14.8,0.0,0.0,0.0,0.113,-0.3,0.2,0.0,0.0,
493.0,Chris Livingston,22.0,CLE,SF,3.0,0.0,17.0,15.3,0.605,0.429,0.143,0.0,19.3,9.5,8.9,2.8,0.0,0.0,18.1,0.0,0.0,0.1,0.161,-4.8,2.0,-2.8,0.0,
494.0,N'Faly Dante,24.0,ATL,C,4.0,0.0,15.0,12.4,0.338,0.0,0.25,21.6,29.4,25.4,0.0,6.3,0.0,18.4,15.2,0.0,0.0,0.0,0.039,-3.9,-1.1,-5.0,0.0,
495.0,Oscar Tshiebwe,26.0,UTA,C,1.0,0.0,15.0,7.3,0.225,0.0,0.25,14.3,29.7,21.9,8.3,3.1,0.0,0.0,12.2,0.0,0.0,0.0,-0.028,-4.1,-1.7,-5.7,0.0,
496.0,Chris Ma̱on,24.0,LAL,SG,4.0,0.0,14.0,7.3,0.0,1.0,0.0,8.6,16.3,12.6,0.0,3.5,13.5,0.0,3.1,0.0,0.0,0.0,0.067,-5.6,5.1,-0.5,0.0,
497.0,Daeqwon Plowden,27.0,SAC,SG,1.0,0.0,14.0,-0.1,0.2,0.6,0.0,15.7,0.0,8.0,0.0,0.0,0.0,0.0,15.3,0.0,0.0,-0.1,-0.174,-7.0,-5.9,-12.9,0.0,
498.0,Chucky Hepburn,22.0,TOR,PG,2.0,0.0,13.0,-13.6,0.0,0.833,0.0,0.0,8.7,4.3,17.5,3.8,0.0,14.3,22.9,-0.1,0.0,-0.1,-0.437,-21.0,-3.1,-24.2,-0.1,
499.0,Harrison Ingram,23.0,SAS,SF,3.0,0.0,11.0,20.5,0.833,0.333,0.0,29.7,0.0,14.7,0.0,0.0,0.0,0.0,11.5,0.1,0.0,0.1,0.279,7.6,-2.5,5.1,0.0,
500.0,Sharife Cooper,24.0,WAS,PG,4.0,0.0,10.0,-9.8,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,8.4,0.0,0.0,-0.1,-0.267,-14.1,-5.5,-19.5,0.0,
501.0,Tosan Evbuomwan,24.0,NYK,SF,5.0,0.0,8.0,-0.3,0.0,0.0,0.0,13.3,14.0,13.7,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,-0.038,-8.4,-3.3,-11.7,0.0,
502.0,Riley Minix,25.0,SAS,SF,3.0,0.0,8.0,45.4,0.75,0.5,0.0,13.6,13.4,13.5,33.2,6.0,0.0,0.0,31.6,0.1,0.0,0.1,0.422,18.0,7.3,25.2,0.1,
503.0,Koby Brea,23.0,PHO,SG,2.0,0.0,8.0,18.4,0.515,0.667,0.667,0.0,14.2,7.0,33.9,0.0,0.0,0.0,20.4,0.0,0.0,0.0,0.203,-0.5,-2.3,-2.9,0.0,
504.0,Colby Jones,23.0,DET,SG,1.0,0.0,7.0,13.0,0.333,0.667,0.0,0.0,62.3,31.5,38.4,0.0,0.0,0.0,17.6,0.0,0.0,0.0,0.126,-3.3,5.5,2.2,0.0,
505.0,Mo Bamba,27.0,TOR,C,2.0,0.0,6.0,-2.8,0.0,0.0,0.0,18.4,18.9,18.6,0.0,0.0,16.3,0.0,14.2,0.0,0.0,0.0,-0.158,-19.0,-2.7,-21.7,0.0,
506.0,Noa Essengue,19.0,CHI,PF,2.0,0.0,6.0,-12.1,0.0,0.667,0.0,0.0,0.0,0.0,0.0,7.9,0.0,0.0,21.1,-0.1,0.0,-0.1,-0.417,-20.6,-3.2,-23.8,0.0,
507.0,Trentyn Flowers,20.0,CHI,SF,2.0,0.0,6.0,16.8,0.667,0.333,0.0,18.2,0.0,8.9,29.7,0.0,0.0,25.0,28.1,0.0,0.0,0.0,0.026,1.9,-2.8,-1.0,0.0,
508.0,Isaiah Crawford,24.0,HOU,SF,2.0,0.0,5.0,-7.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.3,0.0,0.0,0.0,-0.166,-10.7,-6.3,-17.0,0.0,
509.0,LJ Cryer,24.0,GSW,PG,2.0,0.0,5.0,5.0,0.5,0.667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3,0.0,0.0,0.0,-0.033,-7.2,-5.7,-12.9,0.0,
510.0,Malevy Leons,26.0,GSW,SF,2.0,0.0,5.0,-7.6,0.0,0.0,0.0,21.9,44.5,33.1,0.0,0.0,0.0,50.0,16.9,0.0,0.0,0.0,-0.297,-17.5,-6.2,-23.7,0.0,
511.0,Patrick Baldwin Jr.,23.0,LAC,SF,1.0,0.0,5.0,5.6,0.532,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,0.0,0.0,0.0,0.063,-8.0,-4.9,-12.9,0.0,
512.0,Hunter Dickinson,25.0,NOP,C,1.0,0.0,5.0,-11.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.3,50.0,33.2,-0.1,0.0,-0.1,-0.523,-26.7,0.7,-26.0,0.0,
513.0,Vladislav Goldin,24.0,MIA,C,1.0,0.0,1.0,27.5,,,,0.0,0.0,0.0,100.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.392,17.6,26.4,44.0,0.0,
,League Average,,,,,,,,0.581,0.415,0.268,5.2,14.8,10.0,16.2,1.7,1.9,12.2,19.9,,,,,,,,,
