Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,Shooting %,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,League-Adjusted,Added,Added,Unnamed: 26_level_0
Rk,Player,Age,Team,Pos,G,GS,MP,FG%,2P%,3P%,eFG%,FT%,TS%,FTr,3PAr,FG+,2P+,3P+,eFG+,FT+,TS+,FTr+,3PAr+,FG Add,TS Add,Awards
353.0,Ethan Thompson,26.0,IND,SG,19.0,5.0,305.0,0.358,0.52,0.286,0.457,0.667,0.479,0.185,0.691,76.0,95.0,80.0,84.0,85.0,83.0,69.0,167.0,-14.1,-17.7,
354.0,Moussa Cisse,23.0,DAL,C,26.0,1.0,302.0,0.639,0.639,,0.639,0.46,0.608,0.82,0.0,136.0,117.0,,118.0,59.0,105.0,306.0,0.0,11.7,4.6,
355.0,Nick Smith Jr.,21.0,LAL,SG,23.0,1.0,300.0,0.427,0.464,0.397,0.536,0.636,0.543,0.089,0.548,91.0,85.0,111.0,99.0,81.0,94.0,33.0,132.0,-1.8,-9.6,
356.0,Jamison Battle,24.0,TOR,SF,34.0,2.0,299.0,0.549,0.676,0.458,0.683,0.667,0.686,0.11,0.585,117.0,124.0,128.0,126.0,85.0,118.0,41.0,141.0,22.8,18.2,
357.0,Cam Christie,20.0,LAC,SG,29.0,0.0,294.0,0.4,0.49,0.278,0.459,0.744,0.524,0.459,0.424,85.0,89.0,77.0,84.0,95.0,90.0,171.0,102.0,-14.4,-11.6,
358.0,Julian Phillips,22.0,CHI,SF,30.0,2.0,291.0,0.427,0.581,0.318,0.52,0.833,0.535,0.08,0.587,91.0,106.0,89.0,96.0,106.0,92.0,30.0,142.0,-3.6,-7.1,
359.0,Carter Bryant,20.0,SAS,PF,35.0,0.0,287.0,0.348,0.455,0.25,0.413,0.833,0.442,0.13,0.522,74.0,83.0,70.0,76.0,106.0,76.0,49.0,126.0,-24.0,-27.0,
360.0,Dalen Terry,23.0,CHI,SG,28.0,0.0,284.0,0.436,0.477,0.382,0.519,0.545,0.525,0.141,0.436,93.0,87.0,106.0,95.0,69.0,90.0,53.0,105.0,-3.8,-9.2,
361.0,Zach Edey,23.0,MEM,C,11.0,11.0,284.0,0.633,0.656,0.2,0.638,0.781,0.669,0.327,0.051,135.0,120.0,56.0,117.0,99.0,115.0,122.0,12.0,18.4,19.9,
362.0,Thomas Bryant,28.0,CLE,C,31.0,0.0,282.0,0.52,0.686,0.34,0.602,0.828,0.641,0.296,0.48,111.0,125.0,95.0,111.0,105.0,110.0,111.0,116.0,11.4,13.4,
363.0,Terrence Shannon Jr.,25.0,MIN,SG,22.0,0.0,282.0,0.395,0.386,0.405,0.488,0.778,0.538,0.333,0.457,84.0,71.0,113.0,90.0,99.0,93.0,125.0,110.0,-9.1,-7.8,
364.0,Jamaree Bouyea,26.0,PHO,PG,19.0,0.0,280.0,0.562,0.652,0.41,0.638,0.688,0.647,0.152,0.371,120.0,119.0,114.0,117.0,87.0,111.0,57.0,90.0,19.8,14.9,
365.0,Trae Young,27.0,ATL,PG,10.0,10.0,280.0,0.415,0.5,0.305,0.481,0.863,0.577,0.541,0.437,88.0,91.0,85.0,89.0,110.0,99.0,202.0,105.0,-16.8,-1.0,
366.0,Kasparas JakuÄionis,19.0,MIA,PG,19.0,3.0,275.0,0.313,0.12,0.429,0.448,0.875,0.5,0.239,0.627,67.0,22.0,119.0,82.0,111.0,86.0,89.0,151.0,-12.9,-12.0,
367.0,Larry Nance Jr.,33.0,CLE,PF,19.0,2.0,272.0,0.365,0.429,0.308,0.446,0.333,0.445,0.041,0.527,78.0,78.0,86.0,82.0,42.0,77.0,15.0,127.0,-14.5,-20.5,
368.0,Kelly Olynyk,34.0,SAS,C,28.0,0.0,267.0,0.472,0.735,0.237,0.535,0.667,0.569,0.417,0.528,101.0,134.0,66.0,98.0,85.0,98.0,156.0,127.0,-1.3,-1.9,
369.0,Ariel Hukporti,23.0,NYK,C,29.0,4.0,263.0,0.515,0.531,0.0,0.515,0.65,0.562,0.606,0.03,110.0,97.0,0.0,95.0,83.0,97.0,227.0,7.0,-1.9,-1.5,
370.0,Kobe Brown,26.0,LAC,PF,28.0,0.0,262.0,0.361,0.552,0.233,0.431,0.818,0.49,0.306,0.597,77.0,101.0,65.0,79.0,104.0,84.0,114.0,144.0,-16.3,-14.8,
371.0,Micah Potter,27.0,IND,C,15.0,2.0,262.0,0.441,0.619,0.362,0.566,0.933,0.647,0.441,0.691,94.0,113.0,101.0,104.0,119.0,111.0,165.0,167.0,3.1,10.7,
372.0,Duop Reath,29.0,POR,C,32.0,0.0,258.0,0.446,0.526,0.418,0.601,0.833,0.613,0.081,0.743,95.0,96.0,116.0,111.0,106.0,106.0,30.0,179.0,8.5,5.0,
373.0,Nick Richards,28.0,PHO,C,28.0,2.0,254.0,0.493,0.493,,0.493,0.679,0.534,0.394,0.0,105.0,90.0,,91.0,86.0,92.0,147.0,0.0,-7.2,-7.7,
374.0,Jamir Watkins,24.0,WAS,SG,18.0,2.0,246.0,0.462,0.75,0.261,0.538,0.75,0.586,0.41,0.59,98.0,137.0,73.0,99.0,95.0,101.0,153.0,142.0,-0.4,0.5,
375.0,Ousmane Dieng,22.0,OKC,C,22.0,0.0,243.0,0.446,0.457,0.436,0.561,1.0,0.581,0.081,0.527,95.0,84.0,121.0,103.0,127.0,100.0,30.0,127.0,2.5,0.0,
376.0,Julian Strawther,23.0,DEN,SG,23.0,1.0,240.0,0.384,0.51,0.216,0.43,0.784,0.504,0.43,0.43,82.0,93.0,60.0,79.0,100.0,87.0,161.0,104.0,-19.5,-15.8,
377.0,Kevon Looney,29.0,NOP,C,17.0,6.0,237.0,0.426,0.5,0.111,0.436,0.625,0.455,0.17,0.191,91.0,91.0,31.0,80.0,80.0,78.0,64.0,46.0,-10.1,-12.7,
378.0,Isaiah Livers,27.0,PHO,PF,23.0,0.0,234.0,0.372,0.5,0.323,0.488,0.833,0.515,0.14,0.721,79.0,91.0,90.0,90.0,106.0,89.0,52.0,174.0,-4.8,-6.0,
379.0,Jevon Carter,30.0,CHI,PG,21.0,0.0,233.0,0.398,0.348,0.414,0.554,1.0,0.58,0.108,0.753,85.0,64.0,115.0,102.0,127.0,100.0,40.0,182.0,1.9,-0.1,
380.0,Malaki Branham,22.0,WAS,SG,24.0,0.0,230.0,0.458,0.556,0.296,0.514,0.833,0.581,0.417,0.375,98.0,102.0,83.0,95.0,106.0,100.0,156.0,90.0,-4.3,0.1,
381.0,Maxi Kleber,34.0,LAL,PF,20.0,1.0,230.0,0.325,0.391,0.235,0.375,0.786,0.444,0.35,0.425,69.0,71.0,66.0,69.0,100.0,76.0,131.0,103.0,-13.5,-12.6,
382.0,Chris Paul,40.0,LAC,PG,16.0,0.0,228.0,0.321,0.308,0.333,0.411,0.5,0.413,0.036,0.536,68.0,56.0,93.0,76.0,64.0,71.0,13.0,129.0,-14.9,-19.0,
383.0,Olivier-Maxence Prosper,23.0,MEM,PF,20.0,0.0,226.0,0.484,0.571,0.318,0.539,0.929,0.622,0.438,0.344,103.0,104.0,89.0,99.0,118.0,107.0,164.0,83.0,-0.6,6.4,
384.0,Christian Koloko,25.0,3TM,C,15.0,2.0,224.0,0.425,0.421,0.5,0.438,0.25,0.431,0.1,0.05,91.0,77.0,139.0,80.0,32.0,74.0,37.0,12.0,-8.5,-12.5,
384.0,Christian Koloko,25.0,LAL,C,2.0,0.0,6.0,,,,,,,,,,,,,,,,,0.0,0.0,
384.0,Christian Koloko,25.0,MEM,C,11.0,2.0,195.0,0.4,0.412,0.0,0.4,0.25,0.394,0.114,0.029,85.0,75.0,0.0,74.0,32.0,68.0,43.0,7.0,-10.1,-13.7,
384.0,Christian Koloko,25.0,ATL,C,2.0,0.0,23.0,0.6,0.5,1.0,0.7,,0.7,0.0,0.2,128.0,91.0,278.0,129.0,,121.0,0.0,48.0,1.6,1.2,
385.0,KJ Simpson,23.0,CHO,PG,14.0,2.0,223.0,0.348,0.38,0.308,0.416,0.625,0.437,0.18,0.438,74.0,69.0,86.0,76.0,80.0,75.0,67.0,106.0,-22.8,-27.5,
386.0,Yang Hansen,20.0,POR,C,26.0,1.0,217.0,0.286,0.395,0.156,0.321,0.938,0.389,0.229,0.457,61.0,72.0,44.0,59.0,119.0,67.0,85.0,110.0,-31.1,-29.5,
387.0,Amir Coffey,28.0,MIL,SG,26.0,0.0,212.0,0.409,0.591,0.227,0.466,0.929,0.538,0.318,0.5,87.0,108.0,63.0,86.0,118.0,93.0,119.0,121.0,-6.8,-4.2,
388.0,Yanic Konan NiederhÃ¤user,22.0,LAC,C,24.0,0.0,211.0,0.647,0.673,0.0,0.647,0.645,0.665,0.608,0.039,138.0,123.0,0.0,119.0,82.0,115.0,227.0,9.0,10.5,10.9,
389.0,Jae'Sean Tate,30.0,HOU,SF,26.0,0.0,208.0,0.5,0.564,0.368,0.56,0.8,0.573,0.086,0.328,107.0,103.0,103.0,103.0,102.0,99.0,32.0,79.0,1.9,-0.9,
390.0,Ben Saraf,19.0,BRK,SG,12.0,5.0,203.0,0.355,0.448,0.273,0.427,0.8,0.474,0.242,0.532,76.0,82.0,76.0,79.0,102.0,82.0,90.0,128.0,-14.4,-14.7,
391.0,Dorian Finney-Smith,32.0,HOU,PF,13.0,0.0,201.0,0.318,0.444,0.286,0.432,1.0,0.452,0.068,0.795,68.0,81.0,80.0,79.0,127.0,78.0,25.0,192.0,-9.8,-11.6,
392.0,Garrison Mathews,29.0,IND,SG,15.0,1.0,196.0,0.404,0.667,0.37,0.567,0.826,0.628,0.442,0.885,86.0,122.0,103.0,104.0,105.0,108.0,165.0,213.0,2.5,5.9,
393.0,Lindy Waters III,28.0,SAS,SG,26.0,0.0,188.0,0.352,0.571,0.319,0.491,1.0,0.496,0.019,0.87,75.0,104.0,89.0,90.0,127.0,85.0,7.0,210.0,-5.7,-9.2,
394.0,Javon Small,23.0,MEM,PG,15.0,0.0,184.0,0.362,0.385,0.344,0.457,0.824,0.512,0.293,0.552,77.0,70.0,96.0,84.0,105.0,88.0,110.0,133.0,-10.1,-9.0,
395.0,Zach Collins,28.0,CHI,C,10.0,0.0,184.0,0.578,0.651,0.429,0.648,0.7,0.666,0.313,0.328,123.0,119.0,119.0,119.0,89.0,115.0,117.0,79.0,13.4,12.5,
396.0,Mohamed Diawara,20.0,NYK,SF,36.0,5.0,183.0,0.4,0.414,0.389,0.508,0.5,0.51,0.092,0.554,85.0,76.0,108.0,93.0,64.0,88.0,34.0,134.0,-4.7,-9.5,
397.0,Nigel Hayes-Davis,31.0,PHO,SF,23.0,0.0,180.0,0.349,0.464,0.133,0.372,0.5,0.376,0.047,0.349,74.0,85.0,37.0,68.0,64.0,65.0,17.0,84.0,-14.8,-17.9,
398.0,Brooks Barnhizer,23.0,OKC,SG,23.0,0.0,179.0,0.444,0.524,0.167,0.463,0.667,0.489,0.222,0.222,95.0,96.0,46.0,85.0,85.0,84.0,83.0,54.0,-4.4,-5.4,
399.0,RayJ Dennis,24.0,3TM,PG,15.0,0.0,177.0,0.301,0.294,0.308,0.384,0.889,0.416,0.123,0.534,64.0,54.0,86.0,71.0,113.0,72.0,46.0,129.0,-23.4,-25.4,
399.0,RayJ Dennis,24.0,IND,PG,13.0,0.0,168.0,0.306,0.294,0.316,0.389,0.889,0.421,0.125,0.528,65.0,54.0,88.0,72.0,113.0,73.0,47.0,127.0,-22.3,-24.2,
399.0,RayJ Dennis,24.0,LAC,PG,1.0,0.0,4.0,,,,,,,,,,,,,,,,,0.0,0.0,
399.0,RayJ Dennis,24.0,ATL,PG,1.0,0.0,5.0,0.0,,0.0,0.0,,0.0,0.0,1.0,0.0,,0.0,0.0,,0.0,0.0,241.0,-1.1,-1.2,
400.0,DaRon Holmes,23.0,DEN,PF,12.0,6.0,169.0,0.415,0.429,0.412,0.585,0.75,0.606,0.195,0.829,88.0,78.0,115.0,108.0,95.0,104.0,73.0,200.0,3.4,2.3,
401.0,Taurean Prince,31.0,MIL,SF,8.0,0.0,169.0,0.447,0.5,0.429,0.605,1.0,0.623,0.079,0.737,95.0,91.0,119.0,111.0,127.0,107.0,30.0,178.0,4.7,3.3,
402.0,Rasheer Fleming,21.0,PHO,PF,24.0,0.0,167.0,0.353,0.552,0.205,0.412,0.778,0.438,0.132,0.574,75.0,101.0,57.0,76.0,99.0,75.0,49.0,138.0,-17.9,-20.6,
403.0,Bronny James,21.0,LAL,SG,24.0,1.0,165.0,0.325,0.316,0.333,0.413,1.0,0.428,0.05,0.525,69.0,58.0,93.0,76.0,127.0,74.0,19.0,127.0,-10.5,-12.5,
404.0,AJ Johnson,21.0,WAS,SG,23.0,0.0,163.0,0.258,0.279,0.211,0.29,0.75,0.306,0.065,0.306,55.0,51.0,59.0,53.0,95.0,53.0,24.0,74.0,-31.4,-35.0,
405.0,Walker Kessler,24.0,UTA,C,5.0,5.0,154.0,0.703,0.69,0.75,0.784,0.7,0.786,0.541,0.216,150.0,126.0,209.0,144.0,89.0,135.0,202.0,52.0,17.8,18.8,
406.0,PJ Hall,23.0,2TM,C,15.0,2.0,154.0,0.591,0.59,0.6,0.625,0.7,0.653,0.455,0.114,126.0,108.0,167.0,115.0,89.0,113.0,170.0,27.0,7.1,7.7,
406.0,PJ Hall,23.0,MEM,C,7.0,0.0,27.0,0.556,0.667,0.333,0.611,0.667,0.63,0.333,0.333,118.0,122.0,93.0,112.0,85.0,108.0,125.0,80.0,1.2,1.0,
406.0,PJ Hall,23.0,CHO,C,8.0,2.0,127.0,0.6,0.576,1.0,0.629,0.706,0.659,0.486,0.057,128.0,105.0,278.0,116.0,90.0,114.0,182.0,14.0,5.9,6.7,
407.0,Chaz Lanier,24.0,DET,SG,16.0,0.0,153.0,0.354,0.429,0.341,0.5,1.0,0.528,0.104,0.854,75.0,78.0,95.0,92.0,127.0,91.0,39.0,206.0,-4.2,-5.3,
408.0,Pat Connaughton,33.0,CHO,SG,21.0,0.0,147.0,0.489,0.611,0.407,0.611,0.615,0.621,0.289,0.6,104.0,112.0,113.0,112.0,78.0,107.0,108.0,145.0,6.1,4.1,
409.0,Chris Youngblood,23.0,OKC,SG,29.0,0.0,144.0,0.348,0.4,0.341,0.5,1.0,0.54,0.152,0.891,74.0,73.0,95.0,92.0,127.0,93.0,57.0,215.0,-4.0,-4.0,
410.0,Hunter Tyson,25.0,DEN,PF,18.0,2.0,144.0,0.26,0.368,0.194,0.32,0.818,0.374,0.22,0.62,55.0,67.0,54.0,59.0,104.0,64.0,82.0,150.0,-22.4,-22.7,
411.0,JD Davison,23.0,HOU,PG,20.0,0.0,143.0,0.359,0.444,0.286,0.436,0.556,0.454,0.231,0.538,76.0,81.0,80.0,80.0,71.0,78.0,86.0,130.0,-8.4,-10.9,
412.0,Keshad Johnson,24.0,MIA,SF,18.0,0.0,142.0,0.373,0.452,0.25,0.422,0.692,0.458,0.255,0.392,79.0,83.0,70.0,78.0,88.0,79.0,95.0,95.0,-12.5,-13.9,
413.0,Taelon Peter,23.0,IND,SG,22.0,0.0,139.0,0.3,0.667,0.27,0.425,0.667,0.446,0.15,0.925,64.0,122.0,75.0,78.0,85.0,77.0,56.0,223.0,-9.5,-11.5,
414.0,Jonathan Mogbo,24.0,TOR,PF,20.0,0.0,136.0,0.519,0.519,,0.519,0.4,0.514,0.185,0.0,110.0,95.0,,95.0,51.0,88.0,69.0,0.0,-1.4,-3.9,
415.0,Joan Beringer,19.0,MIN,PF,19.0,0.0,128.0,0.711,0.711,,0.711,0.75,0.717,0.105,0.0,151.0,130.0,,131.0,95.0,123.0,39.0,0.0,12.7,10.8,
416.0,Andre Jackson Jr.,24.0,MIL,SG,19.0,0.0,127.0,0.294,0.417,0.227,0.368,0.9,0.443,0.294,0.647,63.0,76.0,63.0,68.0,114.0,76.0,110.0,156.0,-12.0,-10.6,
417.0,Jamal Cain,26.0,ORL,SF,18.0,0.0,126.0,0.378,0.474,0.278,0.446,0.833,0.534,0.486,0.486,81.0,87.0,77.0,82.0,106.0,92.0,182.0,117.0,-7.2,-4.2,
418.0,Mason Plumlee,35.0,CHO,C,14.0,2.0,125.0,0.75,0.75,,0.75,0.667,0.752,1.0,0.0,160.0,137.0,,138.0,85.0,130.0,374.0,0.0,5.0,5.9,
419.0,Marcus Sasser,25.0,DET,PG,12.0,0.0,121.0,0.442,0.5,0.412,0.577,0.909,0.616,0.212,0.654,94.0,91.0,115.0,106.0,116.0,106.0,79.0,158.0,3.5,4.0,
420.0,Bradley Beal,32.0,LAC,SG,6.0,6.0,121.0,0.375,0.379,0.368,0.448,0.75,0.476,0.167,0.396,80.0,69.0,103.0,82.0,95.0,82.0,62.0,95.0,-9.2,-10.8,
421.0,Myron Gardner,24.0,MIA,SF,17.0,0.0,117.0,0.476,0.625,0.385,0.595,0.857,0.621,0.167,0.619,101.0,114.0,107.0,109.0,109.0,107.0,62.0,149.0,4.3,3.7,
422.0,Jordan McLaughlin,29.0,SAS,PG,19.0,0.0,116.0,0.429,0.5,0.368,0.529,0.8,0.551,0.143,0.543,91.0,91.0,103.0,97.0,102.0,95.0,53.0,131.0,-1.1,-2.2,
423.0,Dereck Lively II,21.0,DAL,C,7.0,4.0,115.0,0.611,0.611,,0.611,0.8,0.67,0.556,0.0,130.0,112.0,,112.0,102.0,115.0,208.0,0.0,2.4,4.0,
424.0,Xavier Tillman Sr.,27.0,BOS,C,13.0,1.0,110.0,0.467,0.688,0.214,0.517,,0.517,0.0,0.467,99.0,126.0,60.0,95.0,,89.0,0.0,113.0,-1.6,-3.8,
425.0,A.J. Lawson,25.0,TOR,SG,11.0,0.0,106.0,0.39,0.421,0.364,0.488,1.0,0.545,0.22,0.537,83.0,77.0,101.0,90.0,127.0,94.0,82.0,129.0,-4.6,-3.2,
426.0,Pete Nance,25.0,MIL,PF,14.0,0.0,104.0,0.552,0.636,0.5,0.707,,0.707,0.0,0.621,118.0,116.0,139.0,130.0,,122.0,0.0,150.0,9.5,7.3,
427.0,Luke Travers,24.0,CLE,SG,12.0,0.0,103.0,0.25,0.4,0.063,0.264,1.0,0.35,0.25,0.444,53.0,73.0,17.0,49.0,127.0,60.0,93.0,107.0,-20.1,-18.4,
428.0,Devin Carter,23.0,SAC,PG,12.0,0.0,101.0,0.342,0.444,0.25,0.408,1.0,0.463,0.184,0.526,73.0,81.0,70.0,75.0,127.0,80.0,69.0,127.0,-10.3,-9.7,
429.0,Blake Wesley,22.0,POR,SG,6.0,0.0,98.0,0.412,0.5,0.2,0.441,0.6,0.469,0.294,0.294,88.0,91.0,56.0,81.0,76.0,81.0,110.0,71.0,-7.0,-8.6,
430.0,Chris Boucher,33.0,BOS,PF,8.0,0.0,91.0,0.318,0.6,0.083,0.341,0.75,0.379,0.182,0.545,68.0,110.0,23.0,63.0,95.0,65.0,68.0,132.0,-8.9,-9.6,
431.0,Alijah Martin,24.0,TOR,SG,10.0,0.0,88.0,0.346,0.467,0.182,0.385,0.833,0.48,0.462,0.423,74.0,85.0,51.0,71.0,106.0,83.0,172.0,102.0,-8.3,-6.3,
432.0,Adou Thiero,21.0,LAL,SF,15.0,0.0,87.0,0.389,0.412,0.0,0.389,0.75,0.465,0.444,0.056,83.0,75.0,0.0,72.0,95.0,80.0,166.0,13.0,-5.6,-5.0,
433.0,Kam Jones,23.0,IND,SG,12.0,0.0,87.0,0.357,0.5,0.1,0.375,0.0,0.364,0.071,0.357,76.0,91.0,28.0,69.0,0.0,63.0,27.0,86.0,-9.4,-12.5,
434.0,Kevin McCullar Jr.,24.0,NYK,SF,12.0,0.0,87.0,0.435,0.444,0.429,0.565,0.4,0.556,0.217,0.609,93.0,81.0,119.0,104.0,51.0,96.0,81.0,147.0,1.0,-1.3,
435.0,Leonard Miller,22.0,MIN,SF,17.0,0.0,86.0,0.563,0.81,0.091,0.578,0.636,0.597,0.344,0.344,120.0,148.0,25.0,106.0,81.0,103.0,128.0,83.0,2.2,1.2,
436.0,Anthony Gill,33.0,WAS,PF,20.0,0.0,84.0,0.667,0.75,0.5,0.75,1.0,0.784,0.222,0.333,142.0,137.0,139.0,138.0,127.0,135.0,83.0,80.0,7.4,8.1,
437.0,Khaman Maluach,19.0,PHO,C,18.0,0.0,84.0,0.4,0.533,0.0,0.4,0.875,0.489,0.4,0.25,85.0,97.0,0.0,74.0,111.0,84.0,149.0,60.0,-5.7,-4.3,
438.0,Grant Williams,27.0,CHO,PF,5.0,0.0,84.0,0.32,0.75,0.238,0.42,0.833,0.47,0.24,0.84,68.0,137.0,66.0,77.0,106.0,81.0,90.0,203.0,-6.2,-6.1,
439.0,Drew Timme,25.0,LAL,PF,10.0,0.0,83.0,0.615,0.647,0.556,0.712,0.0,0.7,0.038,0.346,131.0,118.0,155.0,131.0,0.0,121.0,14.0,84.0,8.7,6.3,
440.0,Obi Toppin,27.0,IND,PF,3.0,0.0,82.0,0.417,0.632,0.176,0.458,1.0,0.526,0.25,0.472,89.0,115.0,49.0,84.0,127.0,91.0,93.0,114.0,-6.1,-4.4,
441.0,Miles Kelly,23.0,DAL,PG,9.0,0.0,77.0,0.393,0.667,0.318,0.518,,0.518,0.0,0.786,84.0,122.0,89.0,95.0,,89.0,0.0,190.0,-1.4,-3.5,
442.0,Eric Gordon,37.0,PHI,SG,6.0,0.0,74.0,0.571,0.571,0.571,0.762,0.5,0.754,0.095,0.667,122.0,104.0,159.0,140.0,64.0,130.0,36.0,161.0,9.2,7.6,
443.0,Lachlan Olbrich,22.0,CHI,C,10.0,0.0,73.0,0.222,0.4,0.0,0.222,0.0,0.202,0.222,0.444,47.0,73.0,0.0,41.0,0.0,35.0,83.0,107.0,-5.8,-7.5,
444.0,Doug McDermott,34.0,SAC,SF,7.0,0.0,70.0,0.348,,0.348,0.522,,0.522,0.0,1.0,74.0,,97.0,96.0,,90.0,0.0,241.0,-1.0,-2.7,
445.0,David Jones GarcÃ­a,24.0,SAS,SF,11.0,0.0,68.0,0.52,0.5,0.6,0.58,0.5,0.579,0.24,0.2,111.0,91.0,167.0,107.0,64.0,100.0,90.0,48.0,1.8,-0.1,
446.0,Johnny Juzang,24.0,MIN,SG,17.0,0.0,67.0,0.438,0.75,0.25,0.516,0.75,0.533,0.125,0.625,93.0,137.0,70.0,95.0,95.0,92.0,47.0,151.0,-1.8,-3.2,
447.0,Jeff Green,39.0,HOU,PF,15.0,0.0,66.0,0.48,0.5,0.471,0.64,,0.64,0.0,0.68,102.0,91.0,131.0,118.0,,110.0,0.0,164.0,4.8,3.0,
448.0,Elijah Harkless,25.0,UTA,SG,7.0,0.0,66.0,0.364,0.5,0.286,0.455,0.778,0.568,0.818,0.636,77.0,91.0,80.0,84.0,99.0,98.0,306.0,154.0,-2.0,-0.4,
449.0,Bismack Biyombo,33.0,SAS,C,11.0,1.0,65.0,0.667,0.667,,0.667,0.5,0.654,0.333,0.0,142.0,122.0,,123.0,64.0,113.0,125.0,0.0,1.5,1.0,
450.0,Monte Morris,30.0,IND,PG,6.0,0.0,65.0,0.35,0.417,0.25,0.4,0.5,0.414,0.2,0.4,75.0,76.0,70.0,74.0,64.0,71.0,75.0,97.0,-5.7,-7.3,
451.0,Drew Peterson,26.0,CHO,PF,6.0,0.0,64.0,0.125,0.5,0.0,0.125,0.5,0.148,0.125,0.75,27.0,91.0,0.0,23.0,64.0,26.0,47.0,181.0,-13.4,-14.6,
452.0,Javonte Cooke,26.0,POR,SG,9.0,0.0,61.0,0.269,0.364,0.2,0.327,,0.327,0.0,0.577,57.0,66.0,56.0,60.0,,56.0,0.0,139.0,-11.3,-13.2,
453.0,James Wiseman,24.0,IND,C,4.0,1.0,58.0,0.6,0.6,,0.6,0.5,0.597,0.2,0.0,128.0,110.0,,110.0,64.0,103.0,75.0,0.0,1.1,0.4,
454.0,Pacome Dadiet,20.0,NYK,SG,18.0,0.0,57.0,0.222,0.5,0.0,0.222,1.0,0.372,0.444,0.556,47.0,91.0,0.0,41.0,127.0,64.0,166.0,134.0,-5.8,-4.5,
455.0,Antonio Reeves,25.0,CHO,SG,7.0,0.0,56.0,0.5,0.5,0.5,0.656,,0.656,0.0,0.625,107.0,91.0,139.0,121.0,,113.0,0.0,151.0,3.6,2.4,
456.0,Tolu Smith,25.0,DET,PF,5.0,0.0,55.0,0.467,0.467,,0.467,0.8,0.602,1.0,0.0,99.0,85.0,,86.0,102.0,104.0,374.0,0.0,-2.3,0.9,
457.0,Cody Martin,30.0,IND,SF,4.0,0.0,55.0,0.2,0.4,0.0,0.2,0.5,0.277,0.6,0.5,43.0,73.0,0.0,37.0,64.0,48.0,224.0,121.0,-6.9,-7.7,
458.0,Joe Ingles,38.0,MIN,SF,13.0,0.0,54.0,0.4,1.0,0.25,0.5,1.0,0.595,0.4,0.8,85.0,183.0,70.0,92.0,127.0,103.0,149.0,193.0,-0.4,0.2,
459.0,Jalen Green,23.0,PHO,SG,4.0,2.0,54.0,0.432,0.444,0.421,0.541,0.778,0.574,0.243,0.514,92.0,81.0,117.0,99.0,99.0,99.0,91.0,124.0,-0.2,-0.6,
460.0,Bobi Klintman,22.0,DET,SF,6.0,0.0,53.0,0.333,0.4,0.273,0.405,0.0,0.381,0.143,0.524,71.0,73.0,76.0,74.0,0.0,66.0,53.0,126.0,-5.8,-8.9,
461.0,Amari Williams,24.0,BOS,PF,9.0,0.0,52.0,0.667,0.667,,0.667,0.714,0.74,2.333,0.0,142.0,122.0,,123.0,91.0,127.0,872.0,0.0,0.7,1.9,
462.0,Caleb Houstan,23.0,ATL,SF,10.0,0.0,49.0,0.467,0.333,0.5,0.667,1.0,0.705,0.2,0.8,99.0,61.0,139.0,123.0,127.0,121.0,75.0,193.0,3.7,4.1,
463.0,Matisse Thybulle,28.0,POR,SG,4.0,0.0,49.0,0.6,0.5,0.667,0.8,1.0,0.85,0.4,0.6,128.0,91.0,186.0,147.0,127.0,146.0,149.0,145.0,5.1,6.3,
464.0,Kyle Lowry,39.0,PHI,PG,6.0,0.0,45.0,0.25,,0.25,0.375,,0.375,0.0,1.0,53.0,,70.0,69.0,,65.0,0.0,241.0,-2.7,-3.3,
465.0,Kobe Bufkin,22.0,LAL,SG,4.0,0.0,45.0,0.364,0.5,0.286,0.455,1.0,0.505,0.182,0.636,77.0,91.0,80.0,84.0,127.0,87.0,68.0,154.0,-2.0,-1.8,
466.0,Thanasis Antetokounmpo,33.0,MIL,SF,14.0,0.0,43.0,0.571,0.615,0.0,0.571,0.667,0.612,0.643,0.071,122.0,112.0,0.0,105.0,85.0,105.0,240.0,17.0,0.8,1.1,
467.0,Wendell Moore Jr.,24.0,DET,SG,3.0,0.0,43.0,0.5,0.6,0.0,0.5,,0.5,0.0,0.167,107.0,110.0,0.0,92.0,,86.0,0.0,40.0,-0.5,-1.0,
468.0,Trey Alexander,22.0,NOP,SG,5.0,0.0,42.0,0.667,0.667,0.667,0.778,,0.778,0.0,0.333,142.0,122.0,186.0,143.0,,134.0,0.0,80.0,4.2,3.6,
469.0,Dario Å ariÄ,31.0,SAC,C,5.0,0.0,41.0,0.167,0.0,0.333,0.25,1.0,0.363,0.333,0.5,36.0,0.0,93.0,46.0,127.0,63.0,125.0,121.0,-3.5,-3.0,
470.0,Johni Broome,23.0,PHI,C,7.0,0.0,40.0,0.2,0.235,0.0,0.2,0.5,0.23,0.2,0.15,43.0,43.0,0.0,37.0,64.0,40.0,75.0,36.0,-13.7,-15.3,
