Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Unnamed: 29,ORtg,DRtg
125,Doug McDermott,SF,32,IND,10,0,64,4.0,8.8,.455,2.4,6.4,.375,1.6,2.4,.667,0.0,0.0,,1.6,0.8,2.4,5.6,0.0,1.6,0.8,4.0,10.4,,134,125
126,Jordan McLaughlin,PG,27,MIN,6,0,30,3.5,15.7,.222,0.0,8.7,.000,3.5,7.0,.500,0.0,3.5,.000,0.0,7.0,7.0,3.5,0.0,0.0,3.5,1.7,7.0,,46,118
127,De'Anthony Melton,SG,25,PHI,1,0,7,0.0,15.1,.000,0.0,15.1,.000,0.0,0.0,,0.0,0.0,,0.0,7.5,7.5,7.5,0.0,0.0,0.0,7.5,0.0,,34,120
128,Sam Merrill,SG,27,CLE,10,0,125,4.1,12.0,.345,4.1,11.2,.370,0.0,0.8,.000,1.2,1.2,1.000,0.8,4.1,5.0,3.7,0.0,0.0,0.0,3.7,13.7,,123,118
129,Khris Middleton,SF,32,MIL,6,6,230,12.3,25.5,.482,2.5,6.9,.355,9.8,18.6,.530,6.0,6.7,.900,2.7,9.6,12.3,6.3,0.7,0.2,3.1,5.6,33.1,,118,119
130,Leonard Miller,SF,20,MIN,3,0,7,0.0,7.5,.000,0.0,7.5,.000,0.0,0.0,,0.0,0.0,,7.5,22.4,29.9,0.0,0.0,0.0,0.0,0.0,0.0,,69,109
131,Patty Mills,PG,35,MIA,3,0,52,6.1,17.3,.353,3.1,11.2,.273,3.1,6.1,.500,3.1,4.1,.750,1.0,0.0,1.0,3.1,1.0,0.0,1.0,2.0,18.3,,98,123
132,Shake Milton,SG,27,NYK,4,0,22,0.0,14.2,.000,0.0,4.7,.000,0.0,9.5,.000,11.9,14.2,.833,0.0,2.4,2.4,4.7,2.4,0.0,0.0,0.0,11.9,,85,123
133,Josh Minott,SF,21,MIN,5,0,18,5.8,26.1,.222,5.8,14.5,.400,0.0,11.6,.000,0.0,0.0,,2.9,11.6,14.5,8.7,0.0,0.0,0.0,5.8,17.4,,97,115
134,Donovan Mitchell,SG,27,CLE,10,10,382,14.5,30.5,.476,3.9,11.1,.354,10.6,19.4,.545,7.2,8.8,.815,0.8,6.5,7.3,6.4,1.8,0.4,3.8,3.9,40.1,,111,112
135,Evan Mobley,PF,22,CLE,12,12,422,9.9,17.9,.555,0.6,2.2,.278,9.3,15.7,.594,3.1,4.4,.694,3.7,9.9,13.6,3.4,1.2,3.2,2.7,4.2,23.6,,114,108
136,Wendell Moore Jr.,SG,22,MIN,6,0,18,8.7,20.3,.429,2.9,11.6,.250,5.8,8.7,.667,0.0,0.0,,0.0,5.8,5.8,5.8,2.9,0.0,2.9,8.7,20.3,,99,111
137,Marcus Morris,PF,34,CLE,9,1,138,8.3,18.0,.458,3.4,8.6,.391,4.9,9.4,.520,0.8,1.1,.667,0.8,8.6,9.4,1.1,1.5,0.0,1.1,3.0,20.6,,106,112
138,Markieff Morris,PF,34,DAL,1,0,12,4.3,21.7,.200,4.3,13.0,.333,0.0,8.7,.000,0.0,0.0,,0.0,17.3,17.3,0.0,0.0,0.0,4.3,4.3,13.0,,54,110
139,Monte Morris,PG,28,MIN,9,0,67,7.0,23.4,.300,0.8,10.9,.071,6.2,12.5,.500,1.6,1.6,1.000,0.8,3.9,4.7,7.0,1.6,0.8,0.0,4.7,16.4,,92,115
140,Trey Murphy III,SF,23,NOP,4,4,168,5.5,14.5,.375,3.0,9.1,.333,2.4,5.5,.444,0.0,0.0,,0.9,7.0,7.9,2.7,1.5,1.8,2.4,3.6,13.9,,91,111
141,Jamal Murray,PG,26,DEN,12,12,462,11.2,28.0,.402,2.6,8.2,.315,8.7,19.8,.438,2.7,2.9,.923,1.0,4.8,5.8,7.5,1.1,0.7,3.5,3.1,27.8,,98,115
142,Svi Mykhailiuk,SF,26,BOS,8,0,32,4.9,19.6,.250,3.3,14.7,.222,1.6,4.9,.333,0.0,0.0,,1.6,6.5,8.2,1.6,1.6,0.0,3.3,4.9,13.1,,68,110
143,Larry Nance Jr.,C,31,NOP,4,0,84,6.1,10.3,.588,0.6,2.4,.250,5.5,7.9,.692,2.4,3.6,.667,9.1,10.9,20.0,4.2,1.2,0.0,4.2,5.5,15.2,,115,113
144,Andrew Nembhard,PG,24,IND,17,17,554,9.4,16.8,.560,2.7,5.5,.483,6.8,11.3,.598,1.8,2.4,.769,1.3,3.9,5.2,8.7,0.6,0.4,2.1,5.2,23.4,,132,123
145,Aaron Nesmith,SF,24,IND,17,17,559,5.6,12.9,.433,2.0,7.2,.278,3.6,5.7,.629,3.1,3.4,.919,1.7,6.0,7.7,3.4,1.0,0.8,2.1,6.0,16.3,,113,120
146,Georges Niang,PF,30,CLE,10,0,121,3.9,17.5,.220,1.3,9.8,.130,2.6,7.7,.333,3.0,3.4,.875,1.3,3.9,5.1,1.7,1.7,0.9,3.0,7.7,12.0,,65,114
147,Zeke Nnaji,PF,23,DEN,3,0,14,7.4,11.1,.667,0.0,0.0,,7.4,11.1,.667,3.7,7.4,.500,7.4,0.0,7.4,0.0,0.0,3.7,7.4,3.7,18.6,,93,116
148,Jusuf NurkiÄ,C,29,PHO,4,4,104,6.4,12.8,.500,0.0,1.0,.000,6.4,11.8,.542,2.5,5.4,.455,6.4,9.9,16.3,5.4,3.0,3.0,3.0,7.4,15.3,,110,118
149,Royce O'Neale,SF,30,PHO,4,2,104,3.5,10.9,.318,3.0,8.9,.333,0.5,2.0,.250,0.0,0.0,,2.5,6.9,9.4,2.0,0.5,0.0,1.0,5.4,9.9,,100,129
150,Chuma Okeke,SF,25,ORL,2,0,10,10.1,15.2,.667,5.1,10.1,.500,5.1,5.1,1.000,5.1,5.1,1.000,0.0,0.0,0.0,5.1,0.0,0.0,0.0,0.0,30.4,,183,111
151,Josh Okogie,SG,25,PHO,4,0,29,8.8,15.9,.556,1.8,5.3,.333,7.1,10.6,.667,5.3,10.6,.500,0.0,7.1,7.1,3.5,3.5,0.0,3.5,12.4,24.8,,105,122
152,Isaac Okoro,SF,23,CLE,12,7,263,4.9,13.8,.357,1.8,6.9,.257,3.1,6.9,.457,1.4,1.8,.778,1.0,3.1,4.1,2.6,2.2,0.8,2.2,5.9,13.0,,87,113
153,Kelly Oubre Jr.,SF,28,PHI,6,6,224,7.3,15.1,.484,2.1,5.4,.391,5.2,9.7,.537,1.9,2.6,.727,2.1,3.5,5.7,2.4,2.6,1.6,1.9,5.7,18.6,,113,117
154,Cameron Payne,PG,29,PHI,5,0,61,8.7,21.6,.400,6.9,15.6,.444,1.7,6.1,.286,0.0,0.0,,0.0,5.2,5.2,6.1,0.9,3.5,2.6,8.7,24.2,,110,117
155,Jalen Pickett,SG,24,DEN,3,0,11,9.4,14.2,.667,0.0,4.7,.000,9.4,9.4,1.000,0.0,0.0,,0.0,4.7,4.7,4.7,0.0,4.7,0.0,4.7,18.9,,141,112
156,Mason Plumlee,C,33,LAC,6,0,66,5.6,14.4,.389,0.0,0.0,,5.6,14.4,.389,4.0,6.4,.625,5.6,10.4,16.0,3.2,2.4,1.6,1.6,10.4,15.2,,106,111
157,Michael Porter Jr.,SF,25,DEN,12,12,443,8.0,17.1,.466,3.9,9.5,.407,4.1,7.6,.538,2.3,3.0,.769,0.9,8.7,9.6,1.5,1.3,1.2,2.1,3.2,22.2,,110,112
158,Bobby Portis,PF,28,MIL,6,6,187,12.1,25.0,.484,0.8,3.3,.250,11.3,21.7,.519,2.2,3.6,.615,4.4,14.3,18.7,1.7,0.8,0.3,2.5,3.6,27.2,,104,116
159,Kristaps PorziÅÄ£is,C,28,BOS,7,4,165,8.9,19.0,.467,3.2,9.2,.345,5.7,9.8,.581,6.3,7.0,.909,1.3,8.5,9.8,2.5,1.6,3.5,1.6,4.7,27.2,,124,105
160,Dwight Powell,C,32,DAL,13,0,44,1.2,3.5,.333,0.0,0.0,,1.2,3.5,.333,4.7,7.1,.667,3.5,10.6,14.2,3.5,1.2,0.0,3.5,10.6,7.1,,100,112
161,Norman Powell,SG,30,LAC,6,0,179,7.7,18.0,.426,3.8,8.6,.448,3.8,9.4,.406,3.5,4.4,.800,0.9,4.1,5.0,0.6,0.9,0.0,2.1,5.9,22.7,,109,121
162,Taurean Prince,PF,29,LAL,5,0,111,5.4,13.2,.414,2.3,7.7,.294,3.2,5.4,.583,3.6,3.6,1.000,0.5,5.0,5.4,1.4,0.5,0.9,0.5,4.1,16.8,,116,117
163,Payton Pritchard,PG,26,BOS,19,0,355,6.5,15.4,.419,3.4,8.8,.383,3.1,6.6,.467,1.6,1.8,.917,2.1,3.4,5.4,5.9,0.6,0.0,2.1,3.2,18.0,,117,114
164,Olivier-Maxence Prosper,PF,21,DAL,3,0,9,0.0,11.6,.000,0.0,0.0,,0.0,11.6,.000,0.0,0.0,,0.0,17.3,17.3,5.8,0.0,0.0,0.0,0.0,0.0,,34,110
165,Neemias Queta,C,24,BOS,3,0,13,8.0,12.1,.667,0.0,0.0,,8.0,12.1,.667,0.0,0.0,,4.0,8.0,12.1,0.0,0.0,4.0,0.0,0.0,16.1,,144,108
166,Austin Reaves,SG,25,LAL,5,5,174,8.7,18.2,.476,2.0,7.5,.269,6.7,10.7,.622,4.9,5.5,.895,1.4,4.1,5.5,5.2,2.0,0.9,1.2,2.3,24.3,,123,114
167,Paul Reed,C,24,PHI,6,0,43,4.9,11.0,.444,0.0,0.0,,4.9,11.0,.444,1.2,2.5,.500,11.0,8.6,19.6,2.5,1.2,3.7,3.7,8.6,11.0,,108,113
168,Naz Reid,PF,24,MIN,16,0,361,9.4,20.6,.458,3.6,10.0,.362,5.8,10.6,.548,3.2,4.5,.710,1.3,7.2,8.5,2.3,1.2,1.7,2.0,4.6,25.6,,112,112
169,Duncan Robinson,SF,29,MIA,5,0,60,4.4,14.1,.313,2.6,11.5,.231,1.8,2.6,.667,0.0,0.0,,0.0,4.4,4.4,5.3,1.8,0.0,4.4,5.3,11.5,,71,119
170,Mitchell Robinson,C,25,NYK,6,0,115,3.2,6.4,.500,0.0,0.0,,3.2,6.4,.500,1.4,3.6,.375,10.4,8.2,18.6,1.4,2.7,3.2,1.4,6.8,7.7,,129,114
171,Orlando Robinson,C,23,MIA,1,0,2,0.0,26.4,.000,0.0,26.4,.000,0.0,0.0,,0.0,0.0,,0.0,26.4,26.4,26.4,0.0,0.0,0.0,0.0,0.0,,51,111
172,Jeremiah Robinson-Earl,PF,23,NOP,1,0,5,10.2,20.4,.500,0.0,0.0,,10.2,20.4,.500,0.0,20.4,.000,10.2,0.0,10.2,10.2,0.0,0.0,0.0,0.0,20.4,,95,121
173,David Roddy,PF,22,PHO,2,0,3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,136
174,D'Angelo Russell,PG,27,LAL,5,5,185,7.6,19.9,.384,3.8,12.0,.318,3.8,7.9,.483,0.3,0.5,.500,0.3,3.5,3.8,5.7,1.1,0.3,2.5,1.6,19.3,,94,118
175,Matt Ryan,SF,26,NOP,1,0,3,0.0,17.0,.000,0.0,17.0,.000,0.0,0.0,,0.0,0.0,,0.0,17.0,17.0,0.0,17.0,0.0,17.0,0.0,0.0,,0,74
176,Ben Sheppard,SG,22,IND,17,2,335,4.7,10.9,.437,2.9,7.6,.380,1.8,3.2,.571,1.1,1.4,.778,1.5,6.3,7.8,2.6,1.2,0.2,1.7,4.9,13.5,,114,120
177,Pascal Siakam,PF,29,IND,17,17,603,13.3,24.6,.541,1.2,4.0,.298,12.1,20.6,.588,3.3,5.4,.619,3.6,7.3,10.9,5.4,1.1,0.6,1.6,4.1,31.2,,123,119
178,Jericho Sims,C,25,NYK,5,0,27,3.9,3.9,1.000,0.0,0.0,,3.9,3.9,1.000,5.8,7.7,.750,5.8,9.7,15.5,1.9,3.9,1.9,0.0,1.9,13.5,,202,112
179,Jalen Smith,C,23,IND,7,0,42,3.7,9.8,.375,2.4,4.9,.500,1.2,4.9,.250,6.1,9.8,.625,8.5,8.5,17.1,2.4,2.4,1.2,4.9,9.8,15.9,,110,115
180,Jaden Springer,SG,21,BOS,4,0,22,4.7,7.1,.667,0.0,0.0,,4.7,7.1,.667,0.0,0.0,,0.0,7.1,7.1,2.4,0.0,2.4,4.7,2.4,9.5,,80,111
181,Julian Strawther,SF,21,DEN,3,0,16,6.5,19.5,.333,3.2,13.0,.250,3.2,6.5,.500,6.5,13.0,.500,0.0,6.5,6.5,0.0,3.2,0.0,3.2,9.7,22.7,,81,110
182,Max Strus,SF,27,CLE,12,12,434,5.0,12.3,.408,3.0,8.6,.347,2.0,3.7,.548,0.6,0.6,1.000,1.0,6.7,7.6,4.2,1.1,0.0,1.8,4.9,13.6,,106,114
183,Jalen Suggs,SG,22,ORL,7,7,232,7.2,17.9,.402,3.1,10.5,.292,4.2,7.4,.559,5.0,6.6,.767,2.4,5.5,7.9,5.0,2.0,0.7,4.4,3.9,22.5,,103,102
184,Jayson Tatum,PF,25,BOS,19,19,768,10.8,25.3,.427,2.7,9.4,.283,8.2,15.9,.513,8.0,9.3,.861,1.2,11.4,12.5,8.1,1.4,0.9,3.4,3.7,32.3,,115,108
185,Daniel Theis,C,31,LAC,1,0,4,13.2,13.2,1.000,13.2,13.2,1.000,0.0,0.0,,0.0,0.0,,0.0,13.2,13.2,0.0,0.0,0.0,0.0,0.0,39.6,,300,117
186,Isaiah Thomas,PG,34,PHO,1,0,4,0.0,25.7,.000,0.0,12.8,.000,0.0,12.8,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,12.8,0.0,0.0,,0,136
187,Tristan Thompson,C,32,CLE,10,0,87,4.2,9.5,.438,0.0,0.0,,4.2,9.5,.438,0.6,1.2,.500,6.0,6.0,11.9,6.0,0.6,3.0,1.2,5.4,8.9,,119,112
188,Xavier Tillman Sr.,PF,25,BOS,8,0,69,3.8,6.1,.625,0.8,0.8,1.000,3.0,5.3,.571,0.8,0.8,1.000,3.0,7.6,10.6,2.3,2.3,2.3,2.3,5.3,9.1,,122,105
189,Obi Toppin,PF,25,IND,17,0,343,10.9,20.2,.541,3.0,8.4,.357,7.9,11.8,.671,2.8,3.7,.760,1.5,9.7,11.2,4.3,0.9,0.9,2.1,3.1,27.6,,123,118
190,Karl-Anthony Towns,PF,28,MIN,16,16,522,10.8,23.2,.466,3.0,8.3,.361,7.8,14.9,.523,5.9,6.9,.855,3.5,10.9,14.4,4.2,1.2,0.3,2.7,5.5,30.5,,119,112
191,P.J. Tucker,PF,38,LAC,2,1,31,6.8,10.2,.667,5.1,6.8,.750,1.7,3.4,.500,0.0,0.0,,5.1,0.0,5.1,0.0,0.0,0.0,5.1,10.2,18.7,,114,126
192,Myles Turner,C,27,IND,17,17,550,9.9,19.1,.517,3.6,8.0,.453,6.2,11.1,.563,3.5,4.7,.760,2.4,8.1,10.5,3.4,0.7,2.3,3.1,4.1,26.9,,118,118
193,Hunter Tyson,PF,23,DEN,3,0,14,0.0,14.8,.000,0.0,11.1,.000,0.0,3.7,.000,3.7,7.4,.500,3.7,7.4,11.1,3.7,0.0,0.0,3.7,0.0,3.7,,41,117
194,Jonas ValanÄiÅ«nas,C,31,NOP,4,4,90,12.4,23.8,.524,0.0,0.6,.000,12.4,23.2,.537,7.9,9.6,.824,10.2,14.7,24.9,2.8,1.1,0.0,5.7,5.1,32.8,,110,111
195,Gabe Vincent,PG,27,LAL,5,0,69,2.2,8.8,.250,0.7,5.1,.143,1.5,3.7,.400,0.0,0.0,,0.7,5.1,5.8,2.2,1.5,0.0,2.2,5.8,5.1,,61,116
196,Dean Wade,PF,27,CLE,3,1,63,3.3,10.7,.308,2.5,8.2,.300,0.8,2.5,.333,0.0,0.0,,0.8,4.1,4.9,4.1,0.8,1.6,1.6,3.3,9.0,,90,115
197,Franz Wagner,SF,22,ORL,7,7,259,8.2,20.2,.408,1.8,6.7,.265,6.5,13.5,.478,7.6,8.6,.886,2.0,7.4,9.4,6.1,1.0,1.8,1.8,3.9,25.9,,119,102
198,Moritz Wagner,C,26,ORL,7,0,105,7.7,17.4,.444,1.0,4.3,.222,6.8,13.0,.519,4.8,8.2,.588,5.3,9.7,15.0,1.0,2.9,1.4,3.9,10.1,21.3,,98,97
199,Jarace Walker,PF,20,IND,9,0,31,5.0,16.5,.300,0.0,5.0,.000,5.0,11.6,.429,3.3,5.0,.667,1.7,5.0,6.6,6.6,3.3,1.7,9.9,3.3,13.2,,63,115
200,Cason Wallace,SG,20,OKC,10,0,198,4.1,10.5,.390,2.3,7.2,.321,1.8,3.3,.538,0.3,0.5,.500,1.8,1.5,3.3,2.6,2.3,0.5,1.0,3.6,10.8,,107,109
201,Jordan Walsh,SF,19,BOS,3,0,11,4.7,14.2,.333,0.0,4.7,.000,4.7,9.5,.500,0.0,0.0,,0.0,9.5,9.5,0.0,0.0,0.0,0.0,0.0,9.5,,71,113
202,T.J. Warren,SF,30,MIN,3,0,11,0.0,9.5,.000,0.0,4.8,.000,0.0,4.8,.000,0.0,0.0,,9.5,4.8,14.3,4.8,0.0,0.0,0.0,0.0,0.0,,87,119
203,P.J. Washington,PF,25,DAL,22,22,785,6.6,15.5,.427,3.1,8.9,.348,3.5,6.6,.535,2.6,3.6,.709,2.2,7.4,9.6,2.1,1.1,1.1,2.1,4.4,18.9,,110,113
204,Lindy Waters III,SG,26,OKC,3,0,9,0.0,5.7,.000,0.0,5.7,.000,0.0,0.0,,0.0,0.0,,0.0,5.7,5.7,0.0,0.0,0.0,0.0,0.0,0.0,,0,112
205,Peyton Watson,SF,21,DEN,10,0,90,3.5,13.9,.250,1.7,6.9,.250,1.7,6.9,.250,1.7,3.5,.500,1.2,7.5,8.7,2.3,0.0,3.5,1.7,5.2,10.4,,74,112
206,Russell Westbrook,PG,35,LAC,6,0,114,6.0,23.1,.260,1.9,7.9,.235,4.2,15.3,.273,3.7,6.0,.615,2.8,8.8,11.6,4.6,3.2,1.4,4.6,5.1,17.6,,75,111
207,Derrick White,SG,29,BOS,19,19,676,8.4,18.6,.452,5.0,12.4,.404,3.4,6.2,.550,2.7,2.9,.921,1.5,4.8,6.3,5.9,1.4,1.8,1.2,3.4,24.6,,131,109
208,Aaron Wiggins,SG,25,OKC,10,0,157,7.5,15.2,.489,1.9,6.5,.300,5.5,8.8,.630,3.2,3.6,.909,2.9,7.5,10.4,3.2,1.9,1.0,2.9,2.6,20.1,,113,105
209,Jalen Williams,PF,22,OKC,10,10,377,10.1,21.6,.469,2.0,5.3,.385,8.1,16.3,.496,3.0,3.6,.815,1.8,7.4,9.2,7.3,2.3,0.7,2.6,2.8,25.2,,113,105
210,Jaylin Williams,C,21,OKC,10,0,127,6.4,13.2,.485,3.6,8.8,.409,2.8,4.4,.636,1.2,1.6,.750,1.6,11.2,12.8,6.0,1.6,1.2,1.2,4.4,17.6,,131,103
211,Kenrich Williams,PF,29,OKC,7,0,32,3.2,12.7,.250,0.0,8.0,.000,3.2,4.8,.667,0.0,0.0,,1.6,11.1,12.7,4.8,1.6,0.0,0.0,4.8,6.4,,80,104
212,Delon Wright,PG,31,MIA,4,1,107,5.9,9.9,.600,3.0,4.9,.600,3.0,4.9,.600,1.0,1.0,1.000,1.0,4.9,5.9,3.5,2.0,0.5,0.0,2.5,15.8,,156,118
213,Thaddeus Young,PF,35,PHO,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,136
214,Ivica Zubac,C,26,LAC,6,6,192,11.5,19.2,.600,0.0,0.0,,11.5,19.2,.600,3.6,5.5,.650,4.9,10.4,15.4,1.6,1.4,0.8,2.2,5.8,26.7,,122,115
