Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
10,Kobe Brown,"Oct 25, '23, LAC vs. POR",24,3,91,726,75,173,21,80,10,13,43,142,56,19,10,24,74,181,.434,.263,.769,8.0,2.0,1.6,0.6,0.2,0.1
11,Kobe Bufkin,"Oct 29, '23, ATL @ MIL",20,2,27,320,52,139,13,59,17,26,11,54,44,10,7,18,29,134,.374,.220,.654,11.9,5.0,2.0,1.6,0.4,0.3
12,Toumani Camara,"Oct 25, '23, POR @ LAC",23,3,162,4769,586,1308,222,627,181,246,338,863,303,197,89,223,448,1575,.448,.354,.736,29.4,9.7,5.3,1.9,1.2,0.5
13,D.J. Carton,"Feb 22, '24, TOR vs. BRK",23,2,8,69,4,15,1,7,5,6,2,8,6,3,0,5,4,14,.267,.143,.833,8.6,1.8,1.0,0.8,0.4,0.0
14,Colin Castleton,"Nov 4, '23, LAL @ ORL",23,2,42,491,55,114,2,16,35,44,59,134,31,10,10,26,62,147,.482,.125,.795,11.7,3.5,3.2,0.7,0.2,0.2
15,Malcolm Cazalon,"Nov 5, '23, DET vs. PHO",22,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3.0,0.0,0.0,0.0,0.0,0.0
16,Sidy Cissoko,"Nov 20, '23, SAS vs. LAC",19,3,43,372,38,85,6,34,22,34,23,59,36,13,4,18,46,104,.447,.176,.647,8.7,2.4,1.4,0.8,0.3,0.1
17,Noah Clowney,"Nov 25, '23, BRK vs. MIA",19,3,83,1760,221,571,124,372,123,158,79,314,81,41,43,82,159,689,.387,.333,.778,21.2,8.3,3.8,1.0,0.5,0.5
18,Bilal Coulibaly,"Oct 25, '23, WAS @ IND",19,3,127,3786,467,1100,132,426,241,331,151,572,326,141,95,222,287,1307,.425,.310,.728,29.8,10.3,4.5,2.6,1.1,0.7
19,Ricky Council IV,"Jan 2, '24, PHI vs. CHI",22,2,105,1539,231,575,67,245,176,224,65,260,113,40,14,57,84,705,.402,.273,.786,14.7,6.7,2.5,1.1,0.4,0.1
20,Jalen Crutcher,"Feb 27, '24, NOP @ NYK",24,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,3.0,0.0,0.0,0.0,0.0,0.0
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
21,Dexter Dennis,"Dec 1, '23, DAL vs. MEM",24,1,4,30,10,19,1,8,1,3,1,9,4,0,1,3,1,22,.526,.125,.333,7.5,5.5,2.3,1.0,0.0,0.3
22,Gradey Dick,"Oct 25, '23, TOR vs. MIN",20,3,128,3089,488,1171,219,614,200,234,77,356,175,89,12,138,219,1395,.417,.357,.855,24.1,10.9,2.8,1.4,0.7,0.1
23,Henri Drell,"Mar 14, '24, CHI vs. LAC",23,1,4,30,4,10,2,6,1,2,1,4,4,2,1,2,6,11,.400,.333,.500,7.5,2.8,1.0,1.0,0.5,0.3
24,Tosan Evbuomwan,"Feb 2, '24, MEM vs. GSW",22,2,45,1032,130,291,36,109,72,98,50,180,71,30,15,48,78,368,.447,.330,.735,22.9,8.2,4.0,1.6,0.7,0.3
25,Adam Flagler,"Feb 23, '24, OKC vs. WAS",24,2,39,217,26,103,15,78,1,2,7,27,16,8,3,4,15,68,.252,.192,.500,5.6,1.7,0.7,0.4,0.2,0.1
26,Jordan Ford,"Oct 25, '23, SAC @ UTA",25,1,6,22,4,7,2,3,2,2,0,2,2,0,0,1,0,12,.571,.667,1.000,3.7,2.0,0.3,0.3,0.0,0.0
27,Javon Freeman-Liberty,"Jan 17, '24, TOR vs. MIA",24,1,22,403,55,124,10,42,33,36,16,70,40,10,4,25,28,153,.444,.238,.917,18.3,7.0,3.2,1.8,0.5,0.2
28,Alex Fudge,"Nov 4, '23, LAL @ ORL",20,1,6,40,6,15,1,5,2,2,4,5,0,3,0,2,2,15,.400,.200,1.000,6.7,2.5,0.8,0.0,0.5,0.0
29,Andrew Funk,"Mar 14, '24, CHI vs. LAC",24,1,5,13,0,4,0,3,0,0,0,0,0,1,1,0,0,0,.000,.000,,2.6,0.0,0.0,0.0,0.2,0.2
30,Kaiser Gates,"Oct 30, '23, NOP vs. GSW",27,1,1,7,0,4,0,2,0,0,0,1,0,0,0,0,0,0,.000,.000,,7.0,0.0,1.0,0.0,0.0,0.0
31,Keyonte George,"Oct 25, '23, UTA vs. SAC",20,3,156,4614,778,1968,349,1043,516,609,50,519,808,97,20,418,234,2421,.395,.335,.847,29.6,15.5,3.3,5.2,0.6,0.1
32,Collin Gillespie,"Oct 24, '23, DEN vs. LAL",24,3,72,1051,153,360,90,220,43,54,38,160,182,49,11,54,75,439,.425,.409,.796,14.6,6.1,2.2,2.5,0.7,0.2
33,Mouhamadou Gueye,"Feb 12, '24, TOR vs. SAS",25,1,11,120,11,38,0,3,4,9,12,23,5,3,18,12,15,26,.289,.000,.444,10.9,2.4,2.1,0.5,0.3,1.6
34,Mouhamed Gueye,"Oct 29, '23, ATL @ MIL",21,3,54,859,121,276,35,129,42,58,76,225,52,39,46,29,98,319,.438,.271,.724,15.9,5.9,4.2,1.0,0.7,0.9
35,Jordan Hawkins,"Oct 25, '23, NOP @ MEM",21,3,136,2675,403,1082,229,670,152,185,60,331,150,51,30,102,131,1187,.372,.342,.822,19.7,8.7,2.4,1.1,0.4,0.2
36,Scoot Henderson,"Oct 25, '23, POR @ LAC",19,2,128,3524,594,1482,192,565,325,410,105,392,671,116,26,389,376,1705,.401,.340,.793,27.5,13.3,3.1,5.2,0.9,0.2
37,Taylor Hendricks,"Oct 25, '23, UTA vs. SAC",20,3,52,1079,127,298,60,169,32,41,67,238,38,37,37,34,89,346,.426,.355,.780,20.8,6.7,4.6,0.7,0.7,0.7
38,D'Moi Hodge,"Nov 4, '23, LAL @ ORL",25,1,7,41,5,15,3,12,1,2,0,0,5,1,1,1,4,14,.333,.250,.500,5.9,2.0,0.0,0.7,0.1,0.1
39,Chet Holmgren,"Oct 25, '23, OKC @ CHI",21,3,125,3618,750,1426,192,512,363,460,195,996,281,83,275,211,309,2055,.526,.375,.789,28.9,16.4,8.0,2.2,0.7,2.2
40,Jalen Hood-Schifino,"Nov 27, '23, LAL @ PHI",20,2,36,424,47,143,16,61,30,41,5,40,45,8,9,27,38,140,.329,.262,.732,11.8,3.9,1.1,1.3,0.2,0.3
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
41,Jett Howard,"Oct 25, '23, ORL vs. HOU",20,3,88,852,118,321,70,233,18,27,22,83,57,16,16,40,77,324,.368,.300,.667,9.7,3.7,0.9,0.6,0.2,0.2
42,Matthew Hurt,"Jan 29, '24, MEM vs. SAC",23,1,8,113,12,34,5,20,3,3,9,16,4,3,3,2,8,32,.353,.250,1.000,14.1,4.0,2.0,0.5,0.4,0.4
43,Andre Jackson Jr.,"Oct 29, '23, MIL vs. ATL",22,3,130,1574,144,299,47,123,20,35,109,297,139,52,21,88,209,355,.482,.382,.571,12.1,2.7,2.3,1.1,0.4,0.2
44,GG Jackson II,"Oct 30, '23, MEM vs. DAL",19,3,83,1720,319,776,134,387,148,200,81,291,89,43,29,96,97,920,.411,.346,.740,20.7,11.1,3.5,1.1,0.5,0.3
45,Trayce Jackson-Davis,"Oct 27, '23, GSW @ SAC",23,3,139,2197,422,662,0,4,141,245,267,673,197,55,118,101,198,985,.637,.000,.576,15.8,7.1,4.8,1.4,0.4,0.8
46,Jaime Jaquez Jr.,"Oct 25, '23, MIA vs. DET",22,3,155,3905,649,1339,108,348,293,373,183,671,433,147,38,235,278,1699,.485,.310,.786,25.2,11.0,4.3,2.8,0.9,0.2
47,Trey Jemison,"Jan 24, '24, WAS vs. MIN",24,3,64,973,116,210,0,0,34,58,109,241,43,21,43,58,138,266,.552,,.586,15.2,4.2,3.8,0.7,0.3,0.7
48,Keyontae Johnson,"Oct 29, '23, OKC vs. DEN",23,1,9,66,5,16,1,3,0,0,4,10,4,1,0,4,5,11,.313,.333,,7.3,1.2,1.1,0.4,0.1,0.0
49,Colby Jones,"Oct 25, '23, SAC @ UTA",21,3,70,714,88,203,18,73,29,46,38,131,66,33,18,33,67,223,.433,.247,.630,10.2,3.2,1.9,0.9,0.5,0.3
50,Maxwell Lewis,"Oct 24, '23, LAL @ DEN",21,2,62,430,49,129,20,59,9,13,20,59,25,11,8,24,34,127,.380,.339,.692,6.9,2.0,1.0,0.4,0.2,0.1
51,E.J. Liddell,"Oct 28, '23, NOP vs. NYK",23,3,25,101,13,32,5,23,6,7,4,21,4,3,3,4,17,37,.406,.217,.857,4.0,1.5,0.8,0.2,0.1,0.1
52,Dereck Lively II,"Oct 25, '23, DAL @ SAS",19,3,96,2207,364,501,0,2,91,160,245,671,155,59,140,99,259,819,.727,.000,.569,23.0,8.5,7.0,1.6,0.6,1.5
53,Chris Livingston,"Nov 1, '23, MIL @ TOR",20,2,42,196,20,49,1,13,15,20,13,56,10,7,0,11,23,56,.408,.077,.750,4.7,1.3,1.3,0.2,0.2,0.0
54,Seth Lundy,"Dec 15, '23, ATL @ TOR",23,1,9,52,4,17,3,13,3,4,1,7,0,0,0,1,6,14,.235,.231,.750,5.8,1.6,0.8,0.0,0.0,0.0
55,Nathan Mensah,"Dec 15, '23, CHO vs. NOP",25,1,25,307,12,28,0,0,9,12,29,65,9,6,14,14,64,33,.429,,.750,12.3,1.3,2.6,0.4,0.2,0.6
56,Vasilije MiciÄ,"Oct 27, '23, OKC @ CLE",30,2,101,1961,254,643,88,279,95,116,34,177,390,46,7,176,113,691,.395,.315,.819,19.4,6.8,1.8,3.9,0.5,0.1
57,Brandon Miller,"Oct 25, '23, CHO vs. ATL",21,3,103,3347,684,1599,290,797,218,262,85,446,281,96,63,211,263,1876,.428,.364,.832,32.5,18.2,4.3,2.7,0.9,0.6
58,Jordan Miller,"Oct 25, '23, LAC vs. POR",24,3,48,497,71,159,14,49,37,45,29,71,37,18,5,30,30,193,.447,.286,.822,10.4,4.0,1.5,0.8,0.4,0.1
59,Leonard Miller,"Oct 28, '23, MIN vs. MIA",20,3,38,121,25,47,2,15,12,15,9,42,12,6,2,7,13,64,.532,.133,.800,3.2,1.7,1.1,0.3,0.2,0.1
60,Dariq Whitehead,"Nov 25, '23, BRK vs. MIA",19,2,22,270,40,101,33,77,4,7,4,33,15,6,2,15,22,117,.396,.429,.571,12.3,5.3,1.5,0.7,0.3,0.1
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
61,Taze Moore,"Jan 21, '24, POR @ LAL",25,2,6,60,10,29,2,11,2,4,8,16,6,4,0,5,4,24,.345,.182,.500,10.0,4.0,2.7,1.0,0.7,0.0
62,Kris Murray,"Oct 25, '23, POR @ LAC",23,3,144,2686,290,705,83,325,67,119,178,448,161,101,40,105,181,730,.411,.255,.563,18.7,5.1,3.1,1.1,0.7,0.3
63,Pete Nance,"Jan 20, '24, CLE @ ATL",23,3,22,169,19,43,12,28,1,4,5,25,10,3,2,5,19,51,.442,.429,.250,7.7,2.3,1.1,0.5,0.1,0.1
64,Markquis Nowell,"Nov 15, '23, TOR vs. MIL",24,1,1,4,0,1,0,0,2,2,2,2,2,1,0,0,0,2,.000,,1.000,4.0,2.0,2.0,2.0,1.0,0.0
65,MÃ£ozinha Pereira,"Mar 20, '24, MEM @ GSW",23,1,7,122,18,35,5,13,7,10,11,37,2,6,4,5,10,48,.514,.385,.700,17.4,6.9,5.3,0.3,0.9,0.6
66,Drew Peterson,"Dec 23, '23, BOS @ LAC",24,3,29,225,21,50,16,40,8,11,10,42,15,7,3,9,19,66,.420,.400,.727,7.8,2.3,1.4,0.5,0.2,0.1
67,Filip PetruÅ¡ev,"Oct 29, '23, PHI vs. POR",23,1,3,10,1,2,0,0,1,2,0,1,0,0,0,0,1,3,.500,,.500,3.3,1.0,0.3,0.0,0.0,0.0
68,Julian Phillips,"Oct 25, '23, CHI vs. OKC",20,3,131,1530,169,388,65,203,73,95,86,216,54,50,30,38,155,476,.436,.320,.768,11.7,3.6,1.6,0.4,0.4,0.2
69,Jalen Pickett,"Oct 24, '23, DEN vs. LAL",24,3,83,841,99,230,52,133,10,13,18,92,135,23,5,37,55,260,.430,.391,.769,10.1,3.1,1.1,1.6,0.3,0.1
70,Brandin Podziemski,"Oct 30, '23, GSW @ NOP",20,3,154,4136,618,1376,234,618,143,202,190,826,540,149,32,182,253,1613,.449,.379,.708,26.9,10.5,5.4,3.5,1.0,0.2
71,Craig Porter Jr.,"Oct 28, '23, CLE vs. IND",23,3,117,1421,223,434,45,109,70,100,60,218,226,54,38,96,80,561,.514,.413,.700,12.1,4.8,1.9,1.9,0.5,0.3
72,Olivier-Maxence Prosper,"Nov 3, '23, DAL @ DEN",21,3,101,996,120,298,25,101,93,133,75,223,67,34,11,26,52,358,.403,.248,.699,9.9,3.5,2.2,0.7,0.3,0.1
73,Duop Reath,"Nov 12, '23, POR @ LAL",27,3,124,1764,314,689,135,373,89,115,138,348,97,45,53,69,210,852,.456,.362,.774,14.2,6.9,2.8,0.8,0.4,0.4
74,Rayan Rupert,"Oct 25, '23, POR @ LAC",19,3,99,1142,115,314,45,144,44,59,51,171,89,31,7,63,101,319,.366,.313,.746,11.5,3.2,1.7,0.9,0.3,0.1
75,Jermaine Samuels,"Oct 25, '23, HOU @ ORL",25,1,14,60,9,14,0,2,2,2,3,13,3,1,2,0,5,20,.643,.000,1.000,4.3,1.4,0.9,0.2,0.1,0.1
76,Adama Sanogo,"Dec 28, '23, CHI vs. IND",21,2,13,87,18,34,0,0,8,12,24,42,1,1,0,6,6,44,.529,,.667,6.7,3.4,3.2,0.1,0.1,0.0
77,Gui Santos,"Nov 16, '23, GSW vs. OKC",21,3,91,1031,119,255,49,146,46,61,97,237,96,33,12,54,129,333,.467,.336,.754,11.3,3.7,2.6,1.1,0.4,0.1
78,Marcus Sasser,"Oct 25, '23, DET @ MIA",23,2,128,2162,356,808,148,392,101,117,29,194,369,81,16,144,175,961,.441,.378,.863,16.9,7.5,1.5,2.9,0.6,0.1
79,Brice Sensabaugh,"Oct 25, '23, UTA vs. SAC",20,3,116,2207,398,904,213,551,116,129,65,346,181,67,15,165,177,1125,.440,.387,.899,19.0,9.7,3.0,1.6,0.6,0.1
80,Ben Sheppard,"Oct 25, '23, IND vs. WAS",22,3,134,2397,243,621,130,413,57,66,71,329,163,78,19,46,248,673,.391,.315,.864,17.9,5.0,2.5,1.2,0.6,0.1
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
81,Dmytro Skapintsev,"Dec 23, '23, NYK vs. MIL",25,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,.000,,,1.0,0.0,0.0,0.0,0.0,0.0
82,Jalen Slawson,"Nov 15, '23, SAC @ LAL",24,1,12,37,4,6,0,2,0,0,1,7,2,1,1,2,8,8,.667,.000,,3.1,0.7,0.6,0.2,0.1,0.1
83,Nick Smith Jr.,"Oct 25, '23, CHO vs. ATL",19,3,117,2188,351,894,175,470,58,64,31,206,217,30,14,131,138,935,.393,.372,.906,18.7,8.0,1.8,1.9,0.3,0.1
84,Terquavion Smith,"Jan 19, '24, PHI @ ORL",21,1,16,84,18,46,13,35,3,5,0,4,12,8,0,7,8,52,.391,.371,.600,5.3,3.3,0.3,0.8,0.5,0.0
85,Pat Spencer,"Feb 25, '24, GSW vs. DEN",27,3,54,375,57,145,10,37,22,27,21,63,69,20,4,24,29,146,.393,.270,.815,6.9,2.7,1.2,1.3,0.4,0.1
86,Julian Strawther,"Oct 27, '23, DEN @ MEM",21,3,124,2000,303,738,137,423,105,134,22,217,134,56,24,83,211,848,.411,.324,.784,16.1,6.8,1.8,1.1,0.5,0.2
87,Amen Thompson,"Oct 25, '23, HOU @ ORL",21,3,143,4039,707,1313,39,178,316,456,367,1046,490,190,133,255,335,1769,.538,.219,.693,28.2,12.4,7.3,3.4,1.3,0.9
88,Ausar Thompson,"Oct 25, '23, DET @ MIA",21,3,133,3225,539,1060,36,175,181,300,260,773,288,185,109,178,371,1295,.508,.206,.603,24.2,9.7,5.8,2.2,1.4,0.8
89,Jacob Toppin,"Dec 5, '23, NYK @ MIL",23,3,29,123,17,35,6,14,2,2,6,23,9,2,1,4,7,42,.486,.429,1.000,4.2,1.4,0.8,0.3,0.1,0.0
90,Oscar Tshiebwe,"Dec 9, '23, IND @ LAL",24,2,22,297,52,90,0,0,29,39,54,138,11,15,2,10,27,133,.578,,.744,13.5,6.0,6.3,0.5,0.7,0.1
91,Hunter Tyson,"Oct 29, '23, DEN @ OKC",23,3,74,465,53,147,27,92,21,28,27,97,22,12,6,16,56,154,.361,.293,.750,6.3,2.1,1.3,0.3,0.2,0.1
92,Sasha Vezenkov,"Oct 25, '23, SAC @ UTA",28,1,42,511,84,191,45,120,12,15,30,96,19,20,7,12,42,225,.440,.375,.800,12.2,5.4,2.3,0.5,0.5,0.2
93,Tristan Vukcevic,"Mar 23, '24, WAS vs. TOR",20,3,55,725,159,331,51,148,75,99,33,175,56,17,34,57,91,444,.480,.345,.758,13.2,8.1,3.2,1.0,0.3,0.6
94,Jarace Walker,"Oct 25, '23, IND vs. WAS",20,3,122,1934,260,621,116,312,85,117,48,365,192,78,43,127,173,721,.419,.372,.726,15.9,5.9,3.0,1.6,0.6,0.4
95,Cason Wallace,"Oct 25, '23, OKC @ CHI",20,3,164,3974,492,1037,194,501,69,85,134,459,333,229,76,121,309,1247,.474,.387,.812,24.2,7.6,2.8,2.0,1.4,0.5
96,Jordan Walsh,"Jan 17, '24, BOS vs. SAS",19,3,72,670,56,139,24,81,11,18,41,134,34,27,18,22,67,147,.403,.296,.611,9.3,2.0,1.9,0.5,0.4,0.3
97,Victor Wembanyama,"Oct 25, '23, SAS vs. DAL",20,3,129,4049,1070,2264,290,855,522,640,267,1416,490,153,473,452,302,2952,.473,.339,.816,31.4,22.9,11.0,3.8,1.2,3.7
98,Cam Whitmore,"Oct 25, '23, HOU @ ORL",19,3,111,1928,436,969,155,437,145,204,88,361,90,72,32,105,125,1172,.450,.355,.711,17.4,10.6,3.3,0.8,0.6,0.3
99,Malik Williams,"Apr 3, '24, TOR @ MIN",25,1,7,107,9,34,1,5,0,2,15,38,2,3,4,3,15,19,.265,.200,.000,15.3,2.7,5.4,0.3,0.4,0.6
100,Jalen Wilson,"Nov 1, '23, BRK @ MIA",23,3,134,2880,343,855,162,475,183,224,124,413,197,53,9,106,228,1031,.401,.341,.817,21.5,7.7,3.1,1.5,0.4,0.1
,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game
Rk,Player,Debut,Age,Yrs,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST,STL,BLK
101,Isaiah Wong,"Dec 9, '23, IND @ LAL",23,2,21,269,42,108,13,34,25,34,14,32,28,11,0,18,21,122,.389,.382,.735,12.8,5.8,1.5,1.3,0.5,0.0
